key,Bulk 1,Bulk 2,Bulk 3,Bulk 4,Bulk 5,Bulk 6,Bulk 7,Bulk 8,Bulk 9,Bulk 10,Bulk 11,Bulk 12,Bulk 13,Bulk 14,Bulk 15
520,,,,,,64.0,,,,,,206.0,,407.0,155.0
521,,,,,,,,,,,,106.0,,202.0,
522,,,,,,,,,,,,105.0,,257.0,
523,,,19.0,,,,,,,,,104.0,,254.0,
524,,,,,,27.0,,,,,133.0,103.0,,202.0,
525,,,289.0,,,,,,,,,106.0,,302.0,
526,,,,,,,,,,,,206.0,,204.0,154.0
527,,,,,,44.0,,,,,,263.0,,199.0,156.0
528,,,,,,69.0,,,,,,412.0,,324.0,155.0
530,,,,,,,,,,,,106.0,,255.0,
531,,,138.0,,,,,,,,,388.0,,214.0,183.0
532,54.0,,34.0,,,,,,,,,464.0,,208.0,
533,,,,,,,,,,,,203.0,,133.0,106.0
534,,,,,,,,,,,,157.0,,144.0,103.0
535,,,38.0,,,,,,,,,157.0,,212.0,106.0
536,,,,,,,,,,,,,,147.0,
537,,,,,,,,,,,,334.0,,216.0,178.0
538,,,21.0,,,,,,,,,399.0,,234.0,210.0
539,,,,88.0,,,,,,,,254.0,,145.0,223.0
541,,,,177.0,,,,,,,,271.0,,133.0,224.0
542,,,,144.0,,,,,,,,227.0,,140.0,224.0
543,,,,22.0,,,,,,,,173.0,,136.0,201.0
544,,,,,,189.0,,,,,,393.0,,202.0,222.0
545,39.0,,,,,165.0,,,,,,,,192.0,
546,,,,,,87.0,,,,,,,,253.0,
547,,,,,,114.0,,,,,174.0,105.0,,262.0,
548,,,44.0,,,89.0,,,,,,106.0,,259.0,
549,,,,,,181.0,,,,,,409.0,,307.0,149.0
550,,,,,,160.0,,,,,,412.0,,353.0,152.0
551,,,,,,108.0,,,,,,107.0,,254.0,
552,,,,,,142.0,,,,,,107.0,,211.0,
553,,,,127.0,,,,,,,,412.0,,264.0,151.0
554,,,,131.0,,,,,,,,204.0,,155.0,202.0
555,,,,148.0,,,,,,,,205.0,,105.0,201.0
556,,,,90.0,,,,,,,,,,,
557,,,,,,,,,,84.0,,,,,
558,,,,,,,,,,100.0,,,,108.0,1.0
559,,,,21.0,,,,,,82.0,,,,,
560,,,,21.0,,,,,,,,,,,
561,,,,45.0,,,,,,50.0,,,,,
562,,,,,,,,,,,,253.0,,152.0,201.0
563,,,,228.0,,,,,,,,256.0,,104.0,203.0
564,,,,138.0,,,,,,,,255.0,,103.0,202.0
565,,,191.0,,,,,,,,,271.0,,102.0,203.0
566,,,,,,,,,,,,235.0,,138.0,221.0
567,,,182.0,,,,,,,,,205.0,,142.0,201.0
568,,,132.0,,,,,,,,,361.0,,139.0,221.0
569,,,290.0,,,,,,,,,204.0,,174.0,201.0
570,,,65.0,,,,,,,,,,,245.0,
571,,,,,,208.0,,,,,,256.0,,136.0,222.0
572,,,151.0,,,158.0,,,,,,255.0,,135.0,201.0
573,,,95.0,,,24.0,,,,,185.0,126.0,,157.0,202.0
574,,,,,,,,,,,,260.0,,139.0,223.0
575,,,,,,,,,,,,224.0,,136.0,224.0
576,,,,,,,,,,,,206.0,,157.0,153.0
577,,,,,,,,,,,,411.0,,283.0,151.0
578,,,53.0,,,,,,,,,206.0,,157.0,152.0
579,,,,,,,,,,,,106.0,,206.0,
580,,,,,,,,,,,,411.0,,267.0,153.0
581,,,55.0,,,,,,,,,206.0,,160.0,153.0
582,,,,,,,,,,,,105.0,,206.0,
583,,,182.0,,,164.0,,,,,21.0,207.0,,132.0,151.0
584,,,,80.0,,,,,,,,411.0,,260.0,202.0
585,,,,58.0,,,,,,,,,,153.0,
586,,,,101.0,,,,,,,,,,,
587,,,,101.0,,,,,,,,414.0,,264.0,201.0
588,,,,102.0,,,,,,,,206.0,,104.0,201.0
589,,,,133.0,,,,,,,,460.0,,258.0,405.0
590,,,,100.0,,,,,,,,409.0,,255.0,405.0
591,,,,,,,,,,,,,,261.0,
592,,,,68.0,,,,,,,,206.0,,104.0,202.0
593,,,,109.0,,,,,,,,206.0,,132.0,103.0
594,,,,,,,,,,,,383.0,,217.0,186.0
595,,,,73.0,,,,,,,,397.0,,225.0,196.0
596,,,,158.0,,,,,,,,203.0,,137.0,102.0
597,,,,104.0,,,,,,,,,,,
598,,,,,,,,,,,,205.0,,145.0,102.0
599,,,,85.0,,,,,,,,205.0,,133.0,102.0
600,,,,81.0,,,,,,,,,,,
601,,,131.0,,,,,,,,,334.0,,229.0,185.0
602,,,206.0,,,,,,,,,165.0,,148.0,103.0
603,,,37.0,,,,,,,,,,,202.0,
604,,,109.0,,,231.0,,,,,,409.0,,262.0,150.0
605,,,,,,278.0,,,,,,206.0,,153.0,152.0
606,,,202.0,,,,,,,,,409.0,,217.0,151.0
608,,,81.0,,,,,,,,,104.0,,154.0,102.0
609,,,59.0,,,,,,,45.0,,105.0,,152.0,102.0
610,,,40.0,,,,,,,56.0,,205.0,,154.0,154.0
611,,,,156.0,,,,,,,,206.0,,151.0,153.0
612,,,,105.0,,,,,,,,206.0,,157.0,151.0
613,,,,154.0,,,,,,,,410.0,,258.0,150.0
614,,,,88.0,,,,,,,,,,,
615,,,,172.0,,,,,,,,445.0,,,
616,,,,17.0,,,,,,,,205.0,,101.0,202.0
617,,,,117.0,,,,,,,,411.0,,154.0,203.0
618,,,,21.0,,,,,,,,,,,
619,,,,79.0,,,,,,,,,,151.0,
620,,,,43.0,,,,,,,,203.0,,102.0,203.0
621,,,,56.0,,,,,,,,204.0,,152.0,202.0
622,,,,62.0,,,,,,,,409.0,,206.0,202.0
623,,,,99.0,,,,,,,,,,,
624,,,,94.0,,,,,,,,203.0,,152.0,202.0
625,,,,124.0,,,,,,,,411.0,,205.0,203.0
626,,,,,,170.0,,,,,,,,,
627,,,,116.0,,,,,,,,206.0,,100.0,203.0
628,,,,,,234.0,,,,,,204.0,,100.0,203.0
629,,,,,,138.0,,,,,,,,,
630,,,,,,185.0,,,,,156.0,,,,
631,,,154.0,,,125.0,,,,,,257.0,,151.0,202.0
632,,,,,,106.0,,,,,,304.0,,151.0,204.0
633,,,100.0,,,,,,,,,205.0,,128.0,202.0
634,,,,,,,,,,,,256.0,,119.0,204.0
635,,,21.0,,,,,,,,,207.0,,132.0,203.0
636,,,245.0,,,,,,,,,458.0,,218.0,203.0
637,,,128.0,,,,,,,,,104.0,,200.0,104.0
638,,,99.0,,,,,,,,,408.0,,249.0,203.0
639,,,,94.0,,,,,,,,467.0,,333.0,204.0
640,,,,42.0,,,,,,,,510.0,,212.0,203.0
641,,,,60.0,,,,,,,,208.0,153.0,,156.0
642,,,,79.0,,,,,,,,458.0,,258.0,203.0
643,,,,,,,,,,,,356.0,,151.0,203.0
644,,,,19.0,,,,,,,,,,,
645,,,,159.0,,,,,,,,,,150.0,
646,,,,153.0,,,,,,,,207.0,,103.0,
647,44.0,,,157.0,,,,,,,,512.0,,208.0,44.0
648,54.0,,,106.0,,,,,,,,462.0,,256.0,
649,,,,,,76.0,,,,,,206.0,,152.0,203.0
650,,,,19.0,,,,,,,,412.0,,304.0,204.0
651,,,,,,,,,,88.0,,393.0,,213.0,188.0
652,,,,64.0,,,,,,,,399.0,,223.0,196.0
653,,,,158.0,,,,,,,,391.0,,210.0,189.0
654,44.0,,,195.0,,,,,,,,563.0,,232.0,
655,,,,77.0,,,,,,,,370.0,,208.0,188.0
656,,,,,,79.0,,,,,,155.0,,288.0,104.0
657,,,80.0,,,,,,,,,155.0,,132.0,104.0
658,,,,221.0,,,,,,,,507.0,,241.0,187.0
659,,,,124.0,,,,,,,,,,199.0,202.0
660,,,,110.0,,,,,,,,,,201.0,
662,,,51.0,,,,,,,,,,,,
663,27.0,,100.0,127.0,,,,,,,,413.0,,299.0,204.0
664,,,,55.0,,,,,,,,206.0,,154.0,154.0
665,,,272.0,,,,,,,,,206.0,,204.0,154.0
666,,,270.0,,,,,,,,,413.0,,244.0,153.0
667,,,353.0,,,,,,,,,206.0,,202.0,154.0
668,,,,276.0,,,,,,,,205.0,,202.0,104.0
669,,,,223.0,,,,,,,,206.0,,202.0,154.0
670,,,,281.0,,,,,,,,206.0,,206.0,154.0
671,27.0,,,241.0,,,,,,,,413.0,,255.0,153.0
672,,,,233.0,,,,,,,,206.0,,152.0,154.0
673,,,87.0,,,,,,,,,411.0,,259.0,154.0
674,,,,255.0,,,,,,,,204.0,,203.0,155.0
675,,,,222.0,,,,,,,,412.0,,235.0,155.0
676,,,,258.0,,,,,,,,205.0,,157.0,153.0
677,,,93.0,,,,,,,,,331.0,,221.0,167.0
678,,,51.0,,,,,,,,,104.0,,133.0,55.0
679,,,21.0,,,,,,,,,263.0,,219.0,158.0
680,,,44.0,,,,,,,,,310.0,,205.0,158.0
681,,,,,,,,,,77.0,,369.0,,207.0,166.0
682,,,,,,,,,,,,465.0,,241.0,211.0
684,,,106.0,,,,,,,,,561.0,,264.0,206.0
685,,,134.0,,,,,,,,,256.0,,155.0,205.0
686,,,182.0,,,,,,,,,462.0,,223.0,206.0
687,,,100.0,,,,,,,,,256.0,,105.0,206.0
688,,,19.0,,,,,,,,,256.0,,155.0,206.0
689,,,,,,90.0,,,,,,255.0,,154.0,204.0
690,48.0,,,,,224.0,,,,,,,,153.0,
691,48.0,,,,,127.0,,,,,,205.0,,252.0,105.0
692,,,,,,278.0,,,,,,105.0,,353.0,105.0
693,,,335.0,,,,,,,,,207.0,,154.0,156.0
694,,,117.0,,,,,,,,,206.0,,154.0,157.0
695,,,197.0,,,,,,,,,206.0,,153.0,154.0
696,,,101.0,,,,,,,,,206.0,,153.0,156.0
697,,,25.0,42.0,,,,,,,,204.0,,154.0,154.0
698,,,120.0,,,,,,,,,205.0,,156.0,157.0
699,,,137.0,,,,,,,,,204.0,,154.0,157.0
700,,,66.0,,,,,,,,,205.0,,158.0,156.0
701,,,144.0,,,,,,,,,206.0,,157.0,156.0
702,,,46.0,81.0,,,,,,,,,,157.0,
703,,,,112.0,,,,,,,,,,156.0,
704,,,,98.0,,,,,,,,,,158.0,
705,,,42.0,55.0,,166.0,,,,,,,,302.0,
706,,,,,,165.0,,,,,,208.0,,104.0,110.0
707,,,193.0,,,215.0,,,,,,,,304.0,
708,,,155.0,73.0,,271.0,,,,,,,,310.0,
709,,,248.0,,,325.0,,,,,,,,316.0,
711,,,,,,,,,,,,412.0,,214.0,
712,,,,,,,,,,,,205.0,,101.0,
713,,,,,,,,,,,,205.0,,100.0,
714,,,,,,,,,,,,,,105.0,
715,,,,,,,,,,,,205.0,,108.0,
716,,,,228.0,,,,,,,,,,206.0,
717,,,26.0,84.0,,,,,,,,206.0,,265.0,156.0
718,,,70.0,151.0,,,,,,,,207.0,,154.0,157.0
719,,,211.0,77.0,,,,,,,,203.0,,152.0,157.0
720,,,60.0,,,,,,,,,205.0,,157.0,156.0
721,,,132.0,19.0,,,,,,,,105.0,,242.0,106.0
722,,,,224.0,,,,,,,,204.0,,155.0,156.0
723,,,121.0,153.0,,,,,,,,107.0,,156.0,105.0
724,,,,214.0,,,,,,,,205.0,,153.0,155.0
725,,,,221.0,,,,,,,,206.0,,155.0,153.0
726,,,40.0,,,,,,,77.0,,410.0,,256.0,154.0
727,,,220.0,,,,,,,,,205.0,,153.0,155.0
728,,,239.0,,,,,,,,,207.0,,160.0,104.0
729,,,189.0,,,,,,,,,,,,
730,,,165.0,78.0,,,,,,,,,,,
731,,,,221.0,,,,,,,,510.0,,211.0,203.0
732,,,74.0,,,,,,,,,,,,
733,,,93.0,100.0,,,,,,,,,,,
734,,,44.0,,,,,,,147.0,,256.0,,108.0,205.0
735,,,83.0,63.0,,,,,,,,,,310.0,
736,,,,56.0,,,,,,,,204.0,,312.0,205.0
737,,,,116.0,,,,,,,,,,,
738,,,,77.0,,,,,,,,,,152.0,
739,,,,,,,,,,,,207.0,,210.0,104.0
740,,,,73.0,,,,,,,,207.0,,210.0,104.0
741,,,,73.0,,,,,,89.0,,309.0,,205.0,102.0
742,,,,136.0,,,,,,,,408.0,,215.0,209.0
743,,,298.0,,,,,,,,,156.0,,257.0,104.0
744,,,,,,,,,,,,108.0,,239.0,102.0
745,,,52.0,,,,,,,,,104.0,,204.0,
746,,,44.0,,,,,,,,,103.0,,256.0,
747,,,19.0,,,,,,,,,106.0,,310.0,
748,,,,,,,,,,,,209.0,,203.0,155.0
749,,,,,,,,,,,,105.0,,311.0,
750,,,,,,,,,,,,106.0,,258.0,
751,,,172.0,,,,,,,,,159.0,157.0,,106.0
752,,,44.0,,,,,,,,,105.0,,310.0,
753,,,19.0,,,,,,,,,103.0,,256.0,
754,,,,,,,,,,,,104.0,,305.0,
755,,,,,,,,,,,,,,204.0,
756,,,97.0,,,,,,,,,,,151.0,
757,,,,,,,,,,83.0,,207.0,,105.0,203.0
758,,,,,,,,,,,,,,306.0,
759,,,,,,,,,,76.0,,368.0,,225.0,189.0
760,,,,,,,,,,55.0,,311.0,,204.0,102.0
761,,,,,,,,,,75.0,,205.0,,133.0,104.0
762,,,,53.0,,,,,,65.0,,154.0,,134.0,102.0
763,,,,55.0,,,,,,,,,,,
764,,,,34.0,,,,,,45.0,,206.0,,131.0,104.0
765,,,,71.0,,,,,,,,,,,
767,,,132.0,,,,,,,,,,,163.0,
768,,,,33.0,,,,,,,,207.0,,150.0,205.0
769,,,155.0,55.0,,,,,,,,204.0,,101.0,205.0
770,,,121.0,,,,,,,75.0,,206.0,,105.0,204.0
771,,,,25.0,,,,,,,,,,205.0,
772,,,79.0,,,,,,,,,,,153.0,
773,,,44.0,,,,,,,,,,,153.0,
774,,,125.0,,,,,,,,,207.0,,201.0,203.0
775,,,49.0,,,,,,,,,210.0,,251.0,203.0
776,,,34.0,,,,,,,,,,,201.0,
777,,,83.0,,,,,,,,,,,,
778,,,,,,,,,,,,,,308.0,
779,,,66.0,,,,,,,,,,,,
780,,,51.0,,,,,,,,,,,208.0,
781,,,55.0,,,,,,,,,,,,
782,,,139.0,,,,,,,,,,,,
783,,,,72.0,,,,,,,,204.0,,106.0,202.0
784,,,,41.0,,,,,,,,,,,
785,,,,21.0,,,,,,,,,,,
786,,,,97.0,,,,,,,,,,,
787,,,,27.0,,,,,,,,,,,
788,27.0,,,66.0,,,,,,,,406.0,,305.0,204.0
789,27.0,,,76.0,,,,,,,,268.0,,258.0,
790,,,256.0,,,40.0,,,,,,307.0,,216.0,158.0
791,,,143.0,,,,,,,,,363.0,,213.0,196.0
792,,,29.0,,,,,,,,,372.0,,206.0,210.0
793,,,,148.0,,,,,,,,359.0,,203.0,113.0
794,,,266.0,,,84.0,,,,,,377.0,,228.0,190.0
795,,,92.0,,,,,,,,,377.0,,213.0,176.0
796,,,,,,,,,,,,207.0,,100.0,
797,,,,,,,,,,,,408.0,,206.0,
798,,,,,,,,,,,,407.0,,215.0,
799,,,,,,,,,,,,205.0,,99.0,
800,,,,,,,,,,,,,,99.0,
801,,,152.0,,,,,,,,,508.0,,204.0,205.0
802,,,190.0,,,46.0,,,,,,206.0,,152.0,204.0
803,,,183.0,,,,,,,,,309.0,,52.0,205.0
804,,,174.0,,,,,,,,,254.0,,125.0,204.0
805,,,191.0,,,,,,,,,,,207.0,
806,,,,,,,,,,,,105.0,,206.0,103.0
807,,,94.0,,,,,,,,,107.0,,149.0,150.0
808,,,256.0,,,,,,,,,153.0,,153.0,154.0
809,,,405.0,,,,,,,,,153.0,,149.0,153.0
810,,,,,,232.0,,,,,136.0,106.0,,203.0,
811,,,,134.0,,,,,,,,206.0,,154.0,153.0
812,,,,,,,,,,,107.0,104.0,,255.0,
813,,,,,,25.0,,,,,,109.0,,354.0,
814,,,,,,203.0,,,,,,205.0,,253.0,102.0
815,,,,,,220.0,,,,,,106.0,,252.0,
816,,,,,,,,,,,,325.0,,209.0,175.0
817,,,,,,97.0,,,,,,208.0,,129.0,112.0
818,,,,,,99.0,,,,,,205.0,,192.0,112.0
819,27.0,,26.0,,,,,,,,,404.0,,220.0,111.0
820,,,,,,,,,,,,,,197.0,
821,,,74.0,,,,,,,,,342.0,,201.0,177.0
822,,,,,,,,,,,,311.0,,192.0,164.0
823,,,103.0,,,,,,,,,382.0,,258.0,185.0
824,27.0,,141.0,,,,,,,,,515.0,,302.0,205.0
825,,,82.0,,,,,,,,,106.0,,151.0,102.0
826,,,125.0,,,,,,,,,,,200.0,
827,,,85.0,,,,,,,,,,,200.0,
828,,,25.0,,,,,,,,,257.0,,149.0,202.0
829,,,,,,,,,,,,255.0,,150.0,203.0
831,,,,,,,,,,,,,,251.0,
832,,,45.0,,,,,,,,,,,,
833,,,74.0,,,,,,,,,105.0,,197.0,103.0
834,,,75.0,,,,,,,,,208.0,,197.0,203.0
835,,,96.0,,,,,,,,,126.0,,190.0,102.0
836,,,23.0,,,,,,,,,126.0,,200.0,102.0
837,,,157.0,,,,,,,,,409.0,,202.0,203.0
838,,,121.0,,,,,,,,,207.0,,130.0,99.0
839,,,,,,,,,,,,129.0,,130.0,103.0
840,,,,,,,,,,,,136.0,,199.0,100.0
841,,,,,,,,,,,,,,200.0,
842,,,102.0,,,,,,,,,204.0,,132.0,101.0
843,,,105.0,,,,,,,,,411.0,,240.0,203.0
844,,,19.0,,,,,,,,,409.0,,198.0,204.0
845,54.0,,27.0,,,,,,,,,463.0,,251.0,
846,,,,,,,,,,,,,,152.0,
847,,,,,,140.0,,,,,83.0,,,306.0,
848,,,,99.0,,,,,,,,,,302.0,
849,,,,62.0,,,,,,,,484.0,,203.0,203.0
850,,,,104.0,,,,,,,,,,199.0,
851,,,,88.0,,,,,,,,256.0,,99.0,202.0
852,,,,105.0,,,,,,,,257.0,,100.0,202.0
853,27.0,,,81.0,,,,,,,,462.0,,310.0,203.0
854,,,220.0,,,173.0,,,,,,205.0,,149.0,202.0
855,,,72.0,,,155.0,,,,,139.0,204.0,,150.0,200.0
856,,,358.0,,,153.0,,,,,,205.0,,200.0,203.0
857,,,230.0,,,55.0,,,,,,254.0,,150.0,201.0
858,,,133.0,107.0,,,,,,,,205.0,,127.0,102.0
859,,,264.0,96.0,,,,,,,,409.0,,226.0,204.0
860,,,109.0,,,173.0,,,,,,313.0,,325.0,100.0
861,,,76.0,,,,,,,,,435.0,,210.0,205.0
862,,,61.0,,,,,,,,,206.0,,106.0,100.0
863,,,25.0,,,,,,,,,207.0,,123.0,103.0
864,,,55.0,,,,,,,,,462.0,,203.0,203.0
865,,,73.0,,,,,,,,,,,,
866,,,124.0,,,,,,,,,,,,
867,,,264.0,,,,,,,,,206.0,,117.0,104.0
868,,,89.0,,,,,,,,,206.0,,104.0,104.0
869,,,,,,,,,,,,256.0,,,
870,,,42.0,,,,,,,,,206.0,,104.0,203.0
871,,,,159.0,,,,,,,,,,,
872,,,268.0,,,105.0,,,,,53.0,,,126.0,
873,,,,,,,,,,,,205.0,,155.0,202.0
875,,,352.0,,,,,,,,,408.0,,254.0,203.0
876,,,78.0,,,,,,,,,,,,
877,90.0,,,,,,,,,85.0,,669.0,,102.0,
878,,,119.0,,,,,,,,,,,,
879,,,303.0,,,,,,,,,205.0,,106.0,202.0
880,27.0,,186.0,79.0,,,,,,,,462.0,,186.0,
881,54.0,,230.0,64.0,,,,,,,,519.0,,248.0,103.0
882,44.0,,240.0,56.0,,,,,,,,516.0,,236.0,102.0
883,27.0,,110.0,143.0,,,,,,,,359.0,,185.0,103.0
884,,,224.0,,,,,,,,,204.0,,131.0,102.0
885,,,235.0,,,,,,,,,364.0,,195.0,101.0
886,,,282.0,,,,,,,,,379.0,,181.0,104.0
887,44.0,,280.0,,,,,,,,,516.0,,282.0,103.0
888,,,188.0,,,,,,,,,309.0,,197.0,167.0
889,,,,86.0,,,,,,,,284.0,,203.0,112.0
890,,,,116.0,,,,,,,,312.0,,198.0,156.0
891,,,,113.0,,,,,,,,463.0,,232.0,113.0
892,,,,106.0,,,,,,,,281.0,,183.0,102.0
893,,,,47.0,,,,,,,,204.0,,131.0,102.0
894,,,,,,137.0,,,,,,314.0,,299.0,204.0
895,,,,34.0,,,,,,,,,,,
896,,,,116.0,,,,,,,,208.0,,131.0,105.0
897,,,,97.0,,,,,,,,207.0,,103.0,102.0
898,,,,115.0,,,,,,,,207.0,,291.0,103.0
899,,,,118.0,,,,,,,,215.0,,116.0,103.0
900,,,,111.0,,,,,,,,,,,
901,,,,55.0,,,,,,,,,,,
902,,,,,,76.0,,,,,162.0,205.0,,224.0,102.0
903,,,136.0,,,,,,,,,419.0,,225.0,204.0
904,,,201.0,,,,,,,,,411.0,,256.0,205.0
905,,,53.0,,,,,,,,,,,302.0,
906,,,122.0,,,,,,,,,255.0,,102.0,103.0
907,,,202.0,,,157.0,,,,,,410.0,,356.0,206.0
908,,,234.0,,,135.0,,,,,,,,303.0,
909,,,148.0,,,,,,,,139.0,207.0,,152.0,204.0
910,,,302.0,,,185.0,,,,,,,,151.0,
911,,,202.0,,,158.0,,,,,,204.0,,102.0,103.0
912,,,280.0,,,106.0,,,,,,207.0,,151.0,102.0
913,,,295.0,,,146.0,,,,,,106.0,,342.0,
914,,,,,,,,,,,,207.0,,198.0,103.0
915,,,61.0,,,,,,,,,,,202.0,
916,,,191.0,,,112.0,,,,,,,,159.0,
917,,,,,,76.0,,,,,,,,204.0,
918,,,,,,172.0,,,,,56.0,195.0,,140.0,102.0
919,,,,,,57.0,,,,,,,,132.0,
920,,,,,,,,,,,,309.0,,207.0,154.0
921,,,42.0,,,,,,,,,255.0,,121.0,203.0
922,,,,,,,,,,,,257.0,,153.0,203.0
923,,,141.0,,,,,,,,,204.0,,154.0,203.0
924,,,113.0,,,,,,,,,203.0,,123.0,205.0
925,46.0,,176.0,,,,,,,,,257.0,,135.0,204.0
926,,,25.0,,,,,,,,,206.0,,205.0,102.0
927,,,,,,,,,,,,255.0,,153.0,204.0
928,,,154.0,,,206.0,,,,,,,,,
929,,,,,,,,,,,,,,153.0,
930,,,,,,,,,,,,206.0,,103.0,
932,,,,,,,,,,,,256.0,,,
935,,,,,,93.0,,,,,,210.0,,180.0,105.0
936,44.0,,,90.0,,,,,,,,512.0,,249.0,103.0
937,,,,60.0,,,,,,,,206.0,,144.0,101.0
938,,,,122.0,,,,,,,,340.0,,197.0,178.0
939,,,,180.0,,,,,,,,203.0,,136.0,104.0
940,,,,49.0,,,,,,,,207.0,,132.0,103.0
941,,,,163.0,,,,,,,,123.0,,131.0,52.0
942,,,69.0,,,,,,,,,,,200.0,
943,,,,124.0,,,,,,,,,,,
944,46.0,,70.0,,,208.0,,,,,,,,262.0,
945,,,128.0,,,156.0,,,,,,107.0,,210.0,102.0
946,,,199.0,,28.0,,,,,,,256.0,,155.0,205.0
947,,,,,,,,,,,,255.0,,152.0,205.0
948,,,,,,51.0,,,,,,259.0,204.0,,
949,,,99.0,,,103.0,,,,,,206.0,,154.0,204.0
950,48.0,,,,,176.0,,,,,,255.0,,206.0,202.0
951,48.0,,,,,108.0,,,,,,205.0,,312.0,202.0
952,,,,,,,,,,,,256.0,,157.0,204.0
953,,,,,,,,,,,,358.0,,256.0,203.0
954,,,151.0,,,,,,,,,,,,
955,,,,,,,,,,,,155.0,,102.0,104.0
956,,,31.0,,,,,,,,,165.0,,141.0,104.0
957,,,102.0,,,,,,,,,207.0,,108.0,105.0
958,,,38.0,,,,,,,,,105.0,,136.0,102.0
959,,,66.0,23.0,,,,,,,,431.0,,231.0,209.0
962,,,,,,,,,,,,154.0,,123.0,103.0
963,,,76.0,,,,,,,,,205.0,,132.0,103.0
965,,,49.0,,,,,,,,,159.0,,123.0,103.0
967,,,,,,,,,,,,204.0,,140.0,102.0
968,,,19.0,,,,,,,,,157.0,,134.0,103.0
969,,,92.0,,,,,,,,,,,135.0,
970,,,,,,,,,,,,107.0,,136.0,53.0
971,,,69.0,,,,,,,,,166.0,,135.0,85.0
972,,,421.0,,,,,,,,,308.0,,133.0,
973,,,207.0,,,,,,,,,,,132.0,
974,,,194.0,,,,,,,,,,,,
975,27.0,,262.0,,,,,,,,,,,184.0,
976,27.0,,251.0,,,,,,,,,,,190.0,
977,,,70.0,,,,,,,,,,,,
978,,,,,,,,,,,,,,294.0,
979,,,52.0,,,,,,,,,,,258.0,
980,,,21.0,,,,,,,,,,,385.0,
981,,,,,,,,,,,,256.0,,120.0,206.0
982,,,,,,,,,,,,206.0,,121.0,204.0
985,,,,,,,,,,,,255.0,,123.0,204.0
986,,,52.0,,,,,,,,,,,151.0,
987,,,25.0,,,,,,,,,,,254.0,
988,,,,23.0,,,,,,,,105.0,,157.0,102.0
989,,,130.0,,,,,,,,,156.0,,125.0,102.0
990,,,,,,,,,,,,361.0,,215.0,207.0
991,,,38.0,,,,,,,,,157.0,,100.0,102.0
992,,,,,,,,,,,,165.0,,104.0,102.0
993,,,,,,,,,,88.0,,363.0,,242.0,203.0
994,,,49.0,,,,,,,100.0,,207.0,,121.0,103.0
995,,,,120.0,,,,,,,,206.0,,102.0,104.0
996,,,,174.0,,,,,,,,207.0,,120.0,114.0
997,,,,,,,,,,85.0,,205.0,,101.0,103.0
998,,,,72.0,,,,,,,,,,,
999,,,174.0,,,,,,,,,204.0,,101.0,104.0
1000,,,172.0,,,,,,,,,,,,
1001,,,124.0,,,,,,,,,,,,
1002,62.0,,,,,,,,,,,255.0,,201.0,
1003,60.0,,,,,,,,,,,510.0,,102.0,
1004,,,21.0,,,,,,,,,207.0,,101.0,125.0
1005,31.0,,147.0,,,,,,,,,668.0,,198.0,205.0
1006,,,,,,38.0,,,,,313.0,460.0,,203.0,207.0
1007,46.0,,,,,142.0,,,,,,257.0,,302.0,
1008,,,,,,56.0,,,,,,255.0,,152.0,102.0
1009,46.0,,,,,128.0,,,,,,103.0,,201.0,103.0
1010,46.0,,42.0,,,104.0,,,,,,212.0,,254.0,103.0
1011,48.0,,,,,108.0,,,,,,,,255.0,
1012,,,,,,110.0,,,,,,,,152.0,
1013,46.0,,,,,85.0,,,,,,,,150.0,
1014,,,,,,88.0,,,,,,206.0,,211.0,102.0
1015,,,,,,68.0,,,,,,166.0,,141.0,102.0
1016,,,224.0,,,,,,,,,413.0,,208.0,204.0
1017,,,,239.0,,,,,,,,206.0,,102.0,103.0
1018,,,224.0,,,,,,,,,204.0,,109.0,103.0
1019,,,154.0,,,234.0,,,,,106.0,138.0,,201.0,102.0
1020,,,285.0,,,252.0,,,,,,129.0,,202.0,102.0
1021,,,169.0,,,288.0,,,,,,106.0,,265.0,105.0
1022,,,,,,57.0,,,,,,155.0,,152.0,103.0
1023,,,149.0,,,208.0,,,,,,127.0,,205.0,102.0
1024,,,,,,66.0,,,,,29.0,362.0,,315.0,206.0
1025,,,200.0,,,186.0,,,,,,,,,
1026,,,104.0,,,105.0,,,,,,257.0,,153.0,
1027,,,341.0,,,,,,,,126.0,,,151.0,
1028,,,454.0,,,,,,,,242.0,205.0,,102.0,103.0
1029,,,,65.0,,,,,,,,460.0,,213.0,205.0
1030,,,,,,91.0,,,,,128.0,412.0,,203.0,206.0
1031,,,72.0,,,,,,,,,206.0,,111.0,104.0
1032,,,,,,62.0,,,,,,511.0,,210.0,205.0
1033,,,100.0,120.0,,,,,,,,,,153.0,
1034,,,69.0,175.0,,,,,,,,207.0,,132.0,104.0
1035,,,,87.0,,,,,,,,206.0,,130.0,102.0
1036,,,105.0,,,,,,,,,311.0,,180.0,157.0
1037,,,93.0,,,,,,,,,311.0,,131.0,159.0
1038,,,193.0,,,,,,,,,205.0,,132.0,104.0
1039,,,168.0,,,,,,,,,364.0,,209.0,189.0
1040,,,86.0,,,,,,,,,310.0,,209.0,177.0
1041,,,98.0,,,,,,,,,382.0,,220.0,197.0
1042,,,,,,,,,,,,,,133.0,
1043,,,,,,,,,,,,,,193.0,
1044,,,,,,,,,,,,,,182.0,
1045,,,,,,70.0,,,,,,105.0,,143.0,103.0
