key,Arc heating start,Arc heating end,Active power,Reactive power
178,2019-05-10 00:51:54,2019-05-10 00:52:30,0.1402416229,0.1042153835
179,2019-05-10 01:22:43,2019-05-10 01:25:48,0.6281281257,0.4885011017
179,2019-05-10 01:28:39,2019-05-10 01:33:09,0.884488225,0.6342968941
179,2019-05-10 01:39:58,2019-05-10 01:40:51,0.17304480079999998,0.1220562458
179,2019-05-10 01:48:11,2019-05-10 01:52:05,0.9162282944,0.7123724222
179,2019-05-10 01:55:56,2019-05-10 01:56:54,0.2230224609,0.1774709225
180,2019-05-10 02:10:56,2019-05-10 02:13:13,0.4601517927,0.3699050546
180,2019-05-10 02:17:08,2019-05-10 02:22:15,1.11913234,0.9680094719
180,2019-05-10 02:25:59,2019-05-10 02:29:40,0.8370809555,0.7611182928
180,2019-05-10 02:36:46,2019-05-10 02:44:46,1.8919019699000001,1.4687278271000002
180,2019-05-10 02:54:01,2019-05-10 02:58:45,1.013323307,0.9993131161
180,2019-05-10 03:04:13,2019-05-10 03:06:25,0.5077700615,0.41024017329999996
180,2019-05-10 03:07:52,2019-05-10 03:09:40,0.4115929604,0.3398246765
180,2019-05-10 03:11:42,2019-05-10 03:12:59,0.278819561,0.2527136803
181,2019-05-10 03:22:16,2019-05-10 03:24:47,0.4926578943,0.4399607182
181,2019-05-10 03:26:25,2019-05-10 03:31:59,1.2627982795000001,1.0186034441
181,2019-05-10 03:33:34,2019-05-10 03:37:37,0.9818934201999999,0.7768194675
181,2019-05-10 03:38:36,2019-05-10 03:41:33,0.741590023,0.5403749943
181,2019-05-10 03:43:31,2019-05-10 03:45:43,0.568559885,0.45348787310000005
181,2019-05-10 03:47:49,2019-05-10 03:49:05,0.3341879845,0.24263715739999997
182,2019-05-10 04:01:36,2019-05-10 04:04:09,0.5183531739,0.39859849210000003
182,2019-05-10 04:09:36,2019-05-10 04:13:02,0.7108976841,0.568926394
182,2019-05-10 04:16:14,2019-05-10 04:19:20,0.6943628787999999,0.5289423466
182,2019-05-10 04:22:29,2019-05-10 04:23:47,0.295130372,0.240997076
183,2019-05-10 04:32:53,2019-05-10 04:35:27,0.5246731883,0.4096962214
183,2019-05-10 04:38:34,2019-05-10 04:42:07,0.7697948217,0.6162364781
183,2019-05-10 04:46:52,2019-05-10 04:50:23,0.7926216125,0.6461890936
183,2019-05-10 04:51:30,2019-05-10 04:55:45,1.0049307346,0.7667355537
184,2019-05-10 05:18:49,2019-05-10 05:20:56,0.47086182390000003,0.37635156509999995
184,2019-05-10 05:21:44,2019-05-10 05:27:30,1.4475242496,1.1403503418
184,2019-05-10 05:29:45,2019-05-10 05:33:51,1.0524049997,0.7802959681
184,2019-05-10 05:35:20,2019-05-10 05:40:17,1.3409888744,0.9307122231
185,2019-05-10 05:45:35,2019-05-10 05:47:50,0.4642165575,0.35622721909999994
185,2019-05-10 05:49:31,2019-05-10 05:54:26,1.1039531529,0.7900682092
185,2019-05-10 05:58:13,2019-05-10 06:02:15,0.9288057089,0.5978059768999999
185,2019-05-10 06:05:18,2019-05-10 06:06:37,0.3048160076,0.19552016260000002
186,2019-05-10 06:15:54,2019-05-10 06:18:01,0.398523623,0.29008618
186,2019-05-10 06:20:48,2019-05-10 06:24:01,0.64498806,0.48245909810000004
186,2019-05-10 06:31:40,2019-05-10 06:33:14,0.3702540398,0.2714229226
186,2019-05-10 06:34:43,2019-05-10 06:36:40,0.4685248137,0.35438442229999995
187,2019-05-10 06:46:17,2019-05-10 06:48:55,0.5466581886,0.4156468511
187,2019-05-10 06:50:53,2019-05-10 06:55:33,0.9950377940999999,0.7412169278
187,2019-05-10 06:58:34,2019-05-10 07:01:52,0.7350480556,0.5639293194
187,2019-05-10 07:05:10,2019-05-10 07:06:59,0.4417047501,0.3190102577
188,2019-05-10 07:31:04,2019-05-10 07:33:11,0.43613121060000004,0.32674381140000003
188,2019-05-10 07:38:02,2019-05-10 07:39:41,0.34769478439999996,0.2606654763
189,2019-05-10 07:58:00,2019-05-10 08:00:11,0.436746962,0.3759903014
189,2019-05-10 08:06:45,2019-05-10 08:17:01,2.349396497,2.0144281983
189,2019-05-10 08:26:26,2019-05-10 08:29:36,0.7713479995999999,0.5620362759
189,2019-05-10 08:31:37,2019-05-10 08:35:47,1.1257147789,0.77156353
189,2019-05-10 08:38:44,2019-05-10 08:41:11,0.663433075,0.44749856
190,2019-05-10 09:21:00,2019-05-10 09:23:32,0.5140215364,0.3859092295
190,2019-05-10 09:33:12,2019-05-10 09:34:47,0.3114600182,0.23208302260000002
190,2019-05-10 09:38:24,2019-05-10 09:41:30,0.6427500248,0.43240183590000003
190,2019-05-10 09:51:13,2019-05-10 09:54:01,0.6668783426,0.5008022785
191,2019-05-10 10:17:01,2019-05-10 10:19:06,0.4163530778,0.3177705109
191,2019-05-10 10:22:04,2019-05-10 10:30:33,2.1039890349,1.6499577761000002
191,2019-05-10 10:34:22,2019-05-10 10:37:47,0.909160614,0.6208453178
191,2019-05-10 10:38:49,2019-05-10 10:43:14,1.1732294559,0.8017287254000001
191,2019-05-10 10:46:44,2019-05-10 10:49:53,0.8406677245999999,0.5666489601
192,2019-05-10 10:55:05,2019-05-10 10:58:20,0.680558785,0.5515549183
192,2019-05-10 11:00:57,2019-05-10 11:04:10,0.7515526414,0.5800560713
192,2019-05-10 11:12:34,2019-05-10 11:14:49,0.526181221,0.3948839903
193,2019-05-10 11:43:13,2019-05-10 11:45:49,0.5352545853,0.38497701289999997
193,2019-05-10 11:52:58,2019-05-10 11:57:49,1.0518847108,0.8932769597
193,2019-05-10 12:10:27,2019-05-10 12:13:23,0.7085808516,0.5132366419
193,2019-05-10 12:14:42,2019-05-10 12:16:51,0.5123107432999999,0.3668973446
193,2019-05-10 12:20:37,2019-05-10 12:24:07,0.9429152012,0.6328232288000001
193,2019-05-10 12:27:19,2019-05-10 12:28:37,0.34706950189999997,0.23634386059999998
194,2019-05-10 13:11:25,2019-05-10 13:14:05,0.5679793171,0.38757178189999997
194,2019-05-10 13:40:35,2019-05-10 13:42:42,0.5400992632,0.34553241729999995
194,2019-05-10 13:44:59,2019-05-10 13:47:14,0.6110703945,0.3903079033
196,2019-05-10 15:05:11,2019-05-10 15:07:42,0.5312416128999999,0.3886979818
196,2019-05-10 15:38:47,2019-05-10 15:40:10,0.35486233229999997,0.231908232
196,2019-05-10 15:40:46,2019-05-10 15:42:05,0.3544614315,0.2402502298
197,2019-05-10 16:27:35,2019-05-10 16:30:39,0.8096323025,0.5798963308
197,2019-05-10 16:32:19,2019-05-10 16:35:19,0.8076923490000001,0.5289165974
197,2019-05-10 16:37:41,2019-05-10 16:39:46,0.5625503063,0.35950386520000005
198,2019-05-10 16:10:02,2019-05-10 16:12:05,0.43379162299999996,0.3110595047
198,2019-05-10 16:15:07,2019-05-10 16:17:33,0.6113166809,0.4879201055
198,2019-05-10 16:41:08,2019-05-10 16:42:18,0.18543724109999998,0.1480811983
198,2019-05-10 16:45:14,2019-05-10 16:50:09,1.1735263914,0.9793362767
198,2019-05-10 16:52:35,2019-05-10 16:54:27,0.4257985353,0.35028696060000003
198,2019-05-10 16:58:41,2019-05-10 16:59:55,0.283090353,0.2201663256
198,2019-05-10 17:03:41,2019-05-10 17:05:57,0.5300898552000001,0.39953041079999996
198,2019-05-10 17:09:49,2019-05-10 17:12:21,0.6632022858,0.46384525299999996
199,2019-05-10 17:06:09,2019-05-10 17:08:11,0.4317174726,0.3128268421
199,2019-05-10 17:11:55,2019-05-10 17:14:28,0.6287032365999999,0.4256303608
199,2019-05-10 17:17:33,2019-05-10 17:19:35,0.5417178869,0.3606779575
199,2019-05-10 17:22:49,2019-05-10 17:28:50,1.6268059015,1.0683256388
199,2019-05-10 17:36:16,2019-05-10 17:37:43,0.3943119049,0.2590043545
200,2019-05-10 17:54:26,2019-05-10 17:57:40,0.6543117764,0.5623700618999999
200,2019-05-10 18:10:40,2019-05-10 18:11:43,0.2456037998,0.1678565145
200,2019-05-10 18:13:11,2019-05-10 18:15:31,0.6338128448,0.4213804007
201,2019-05-10 18:31:08,2019-05-10 18:32:59,0.3940840802,0.2841293514
201,2019-05-10 18:37:38,2019-05-10 18:40:08,0.6368109286,0.47632083299999994
201,2019-05-10 18:42:33,2019-05-10 18:45:20,0.7289519309999999,0.5074028969
201,2019-05-10 18:48:44,2019-05-10 18:53:53,1.326695919,0.8779678345
201,2019-05-10 19:17:29,2019-05-10 19:18:42,0.3274413419,0.2233093828
201,2019-05-10 19:29:05,2019-05-10 19:31:16,0.5895239711,0.42576925460000004
202,2019-05-10 19:39:28,2019-05-10 19:41:25,0.4180143338,0.2943765521
202,2019-05-10 19:49:19,2019-05-10 19:52:33,0.736118257,0.6705725789
202,2019-05-10 20:05:48,2019-05-10 20:10:52,1.4377725124,0.9271096587000001
202,2019-05-10 20:24:03,2019-05-10 20:25:52,0.5331395606,0.3145458102
203,2019-05-10 20:44:01,2019-05-10 20:45:55,0.3977598249,0.2948012948
203,2019-05-10 20:50:06,2019-05-10 20:53:37,0.9036150873000001,0.6320091188
203,2019-05-10 20:58:35,2019-05-10 21:01:41,0.8417062759,0.5447029471
204,2019-05-10 21:05:45,2019-05-10 21:08:04,0.4813957222,0.3517171741
204,2019-05-10 21:09:55,2019-05-10 21:10:56,0.1890173852,0.1477352381
204,2019-05-10 21:15:29,2019-05-10 21:20:18,0.7476710676999999,0.5971730947
204,2019-05-10 21:26:21,2019-05-10 21:28:24,0.4591196775,0.3408170938
204,2019-05-10 21:37:43,2019-05-10 21:38:43,0.214147687,0.1601183414
204,2019-05-10 21:40:47,2019-05-10 21:42:43,0.45626091960000004,0.3343499899
205,2019-05-10 21:24:02,2019-05-10 21:28:57,1.2693614802,0.9634658098000001
205,2019-05-10 21:33:09,2019-05-10 21:38:11,1.3579608202000002,0.9021478295
205,2019-05-10 21:46:41,2019-05-10 21:48:49,0.5750813484,0.37960827350000004
205,2019-05-10 21:56:44,2019-05-10 21:57:53,0.3083105087,0.1985599995
206,2019-05-10 22:11:20,2019-05-10 22:14:22,0.6272463867,0.5014612675
206,2019-05-10 22:16:47,2019-05-10 22:18:48,0.47708529229999996,0.3302403688
206,2019-05-10 22:26:50,2019-05-10 22:27:58,0.2987496853,0.1976265311
207,2019-05-10 22:41:23,2019-05-10 22:42:27,0.2095210851,0.1538347751
207,2019-05-10 22:43:48,2019-05-10 22:46:54,0.6951395422,0.5426402986
207,2019-05-10 22:49:37,2019-05-10 22:51:51,0.5663918853000001,0.3761702776
207,2019-05-10 22:54:28,2019-05-10 22:55:34,0.2687438726,0.2081876993
207,2019-05-10 22:59:58,2019-05-10 23:00:28,0.11825609210000002,0.0761042833
208,2019-05-10 23:15:27,2019-05-10 23:17:14,0.3748536294,0.2701616883
208,2019-05-10 23:25:18,2019-05-10 23:27:15,0.45253640409999996,0.35048463939999996
208,2019-05-10 23:30:08,2019-05-10 23:32:12,0.47314560409999995,0.4149844646
209,2019-05-11 00:39:54,2019-05-11 00:42:47,0.6061107983,0.42978650329999996
209,2019-05-11 00:45:36,2019-05-11 00:48:05,0.5218769907999999,0.36406016350000003
209,2019-05-11 00:49:01,2019-05-11 00:50:41,0.3826349974,0.2639385462
209,2019-05-11 00:51:41,2019-05-11 00:53:54,0.5331344604,0.36962151530000004
209,2019-05-11 00:55:30,2019-05-11 01:01:32,1.6353433132,1.0802521706000001
210,2019-05-11 01:14:03,2019-05-11 01:16:33,0.5203794804999999,0.3873844743
210,2019-05-11 01:18:08,2019-05-11 01:25:27,1.7554522753,1.2691261172
210,2019-05-11 01:27:15,2019-05-11 01:32:28,1.3711388111000002,1.0198094845
210,2019-05-11 01:35:36,2019-05-11 01:37:07,0.39134407039999997,0.2882852554
211,2019-05-11 01:53:31,2019-05-11 01:56:01,0.5123949256,0.43558746579999996
211,2019-05-11 01:57:39,2019-05-11 02:05:51,2.1149238348,1.497353673
211,2019-05-11 02:07:19,2019-05-11 02:09:25,0.5534467697,0.3969222307
211,2019-05-11 02:11:04,2019-05-11 02:12:11,0.2913696766,0.207710743
212,2019-05-11 02:21:34,2019-05-11 02:24:25,0.6066502992,0.46788957719999996
212,2019-05-11 02:26:10,2019-05-11 02:33:19,1.6135962009,1.2723763287
212,2019-05-11 02:34:37,2019-05-11 02:36:40,0.4563615322,0.3628076315
213,2019-05-11 03:30:38,2019-05-11 03:33:42,0.5917489727,0.4958799481
213,2019-05-11 03:42:57,2019-05-11 03:45:40,0.5680454373,0.4929372668
213,2019-05-11 03:51:57,2019-05-11 03:55:03,0.7144213915000001,0.5763329864
213,2019-05-11 03:58:30,2019-05-11 03:59:50,0.29906106,0.2361862659
214,2019-05-11 04:32:27,2019-05-11 04:35:34,0.6222201457,0.4782182276
214,2019-05-11 04:39:53,2019-05-11 04:42:50,0.5913498402,0.4208301008
215,2019-05-11 05:22:45,2019-05-11 05:25:16,0.48664047880000005,0.3309628069
215,2019-05-11 05:27:47,2019-05-11 05:33:59,1.3534105419999998,1.0124872625
215,2019-05-11 05:40:34,2019-05-11 05:44:37,0.9455091953,0.7087454795999999
215,2019-05-11 05:47:22,2019-05-11 05:50:08,0.6457591057000001,0.49780869479999995
215,2019-05-11 05:50:59,2019-05-11 05:52:11,0.2769498825,0.2123765945
216,2019-05-11 06:07:03,2019-05-11 06:09:16,0.441004405,0.3458563983
216,2019-05-11 06:10:35,2019-05-11 06:15:12,1.0037968457,0.8012011349
216,2019-05-11 06:19:57,2019-05-11 06:21:40,0.39719212060000003,0.3155561686
216,2019-05-11 06:22:26,2019-05-11 06:24:37,0.5058528185,0.39395642280000004
216,2019-05-11 06:26:20,2019-05-11 06:27:29,0.2532355785,0.19199216370000002
216,2019-05-11 06:29:10,2019-05-11 06:30:30,0.31073284149999997,0.23351120949999998
217,2019-05-11 06:40:25,2019-05-11 06:42:51,0.47623816090000004,0.4031951129
217,2019-05-11 06:48:47,2019-05-11 06:52:17,0.7779476345,0.6970532237999999
217,2019-05-11 07:05:25,2019-05-11 07:09:40,0.9960997105,0.7731877565
217,2019-05-11 07:14:48,2019-05-11 07:16:27,0.38110852240000004,0.3166837692
218,2019-05-11 07:33:27,2019-05-11 07:35:45,0.4336501245,0.3609002233
218,2019-05-11 07:42:30,2019-05-11 07:47:13,1.0128199458,0.7280564307999999
218,2019-05-11 08:00:15,2019-05-11 08:02:26,0.4708435535,0.32790470120000004
218,2019-05-11 08:04:36,2019-05-11 08:07:00,0.548242569,0.37545549869999995
219,2019-05-11 08:24:17,2019-05-11 08:26:36,0.4462455453,0.3129371107
219,2019-05-11 08:31:27,2019-05-11 08:34:47,0.651496619,0.5250902176
219,2019-05-11 08:38:45,2019-05-11 08:41:49,0.6130652428,0.4680703282
219,2019-05-11 08:47:46,2019-05-11 08:49:42,0.3870434761,0.2682037354
219,2019-05-11 09:01:19,2019-05-11 09:02:57,0.421243906,0.3190090656
219,2019-05-11 09:03:48,2019-05-11 09:04:48,0.2586567402,0.1856421232
220,2019-05-11 09:35:43,2019-05-11 09:38:49,0.640179255,0.4955067635
220,2019-05-11 10:02:40,2019-05-11 10:03:45,0.2374696732,0.22471451760000002
221,2019-05-11 10:19:07,2019-05-11 10:21:24,0.4399555257,0.3446972668
221,2019-05-11 10:42:25,2019-05-11 10:43:38,0.2274509668,0.2126401365
221,2019-05-11 10:48:53,2019-05-11 10:50:35,0.38948172329999997,0.3111394048
222,2019-05-11 12:02:35,2019-05-11 12:05:09,0.5143711716,0.4049327672
222,2019-05-11 12:11:23,2019-05-11 12:15:32,0.841953218,0.7477627695
222,2019-05-11 12:21:28,2019-05-11 12:25:44,0.9131594895999999,0.7744622231
222,2019-05-11 12:29:12,2019-05-11 12:32:40,0.7393875122,0.6415448189
222,2019-05-11 12:37:25,2019-05-11 12:38:30,0.2475557327,0.2009391785
222,2019-05-11 12:41:57,2019-05-11 12:42:28,0.11512184140000001,0.09188389779999999
223,2019-05-11 13:14:24,2019-05-11 13:16:39,0.4466618338,0.3363088071
223,2019-05-11 13:21:47,2019-05-11 13:29:36,1.6553918421,1.3216499686
223,2019-05-11 13:30:14,2019-05-11 13:35:22,1.1899211406999999,0.9476281404000001
223,2019-05-11 13:39:21,2019-05-11 13:42:57,0.8929424286,0.6232972145000001
223,2019-05-11 13:53:50,2019-05-11 13:56:00,0.5353131294,0.3678691387
223,2019-05-11 13:59:02,2019-05-11 14:02:09,0.8048605918999999,0.5586109161
224,2019-05-11 14:06:24,2019-05-11 14:08:48,0.4401615802,0.41171579950000003
224,2019-05-11 14:12:16,2019-05-11 14:16:39,0.9037477076,0.8345837593000001
224,2019-05-11 14:19:31,2019-05-11 14:21:37,0.47669661049999995,0.37290835380000004
224,2019-05-11 14:24:59,2019-05-11 14:27:07,0.4817310572,0.3876161575
224,2019-05-11 14:30:40,2019-05-11 14:33:25,0.6346135139,0.5092029572
224,2019-05-11 14:45:18,2019-05-11 14:47:20,0.457682848,0.38102221490000004
224,2019-05-11 14:49:59,2019-05-11 14:51:08,0.2883429527,0.22417593
225,2019-05-11 14:59:39,2019-05-11 15:01:55,0.44849778700000004,0.3358815377
225,2019-05-11 15:03:22,2019-05-11 15:04:23,0.20234748719999998,0.1519075334
225,2019-05-11 15:11:31,2019-05-11 15:13:27,0.3891322613,0.28479543329999996
225,2019-05-11 15:16:10,2019-05-11 15:22:10,1.5456138849,1.0888146162
226,2019-05-11 16:07:54,2019-05-11 16:10:13,0.4579316637,0.3547121286
226,2019-05-11 16:14:04,2019-05-11 16:18:02,0.9764364362000001,0.7865113020000001
226,2019-05-11 16:19:27,2019-05-11 16:24:50,1.4094417094999998,1.012570858
226,2019-05-11 16:38:53,2019-05-11 16:41:30,0.679756403,0.4924426079
227,2019-05-11 17:31:01,2019-05-11 17:33:03,0.39406851270000004,0.3546556532
227,2019-05-11 17:51:05,2019-05-11 17:53:08,0.4543566704,0.38602638240000003
227,2019-05-11 17:55:48,2019-05-11 17:56:22,0.1322401166,0.10706138609999999
228,2019-05-11 19:43:37,2019-05-11 19:45:38,0.413780442,0.3241852224
228,2019-05-11 19:49:12,2019-05-11 19:51:25,0.433352381,0.4183163047
228,2019-05-11 19:59:58,2019-05-11 20:02:01,0.42887604240000005,0.33325487379999996
228,2019-05-11 20:13:22,2019-05-11 20:16:06,0.6616433859,0.5243601799000001
228,2019-05-11 20:19:17,2019-05-11 20:21:18,0.5215040445,0.4083418846
229,2019-05-11 20:59:21,2019-05-11 21:02:04,0.5358158346999999,0.39235481619999996
229,2019-05-11 21:05:26,2019-05-11 21:11:22,0.8906105756999999,0.6705579161999999
229,2019-05-11 21:14:17,2019-05-11 21:17:17,0.66860497,0.4758995771
229,2019-05-11 21:33:02,2019-05-11 21:38:06,1.3566272259,0.9025164843000001
229,2019-05-11 21:53:59,2019-05-11 21:58:05,1.054628849,0.7170858383
230,2019-05-11 22:12:56,2019-05-11 22:15:57,0.677365467,0.5220990032
230,2019-05-11 22:17:25,2019-05-11 22:21:51,1.1519257426,0.7923357487
230,2019-05-11 22:22:50,2019-05-11 22:25:20,0.6587240696,0.4376649857
230,2019-05-11 22:27:30,2019-05-11 22:29:01,0.3955829144,0.2796257734
231,2019-05-11 22:45:27,2019-05-11 22:47:38,0.4400354003,0.3460216224
231,2019-05-11 22:51:14,2019-05-11 22:55:00,0.7512406409000001,0.6605467796
231,2019-05-11 23:02:34,2019-05-11 23:04:35,0.44888019560000003,0.3305263519
231,2019-05-11 23:08:27,2019-05-11 23:10:29,0.45707535740000005,0.33994722369999997
231,2019-05-11 23:14:11,2019-05-11 23:14:40,0.1053547859,0.0776017904
231,2019-05-11 23:16:10,2019-05-11 23:18:35,0.5386016369,0.4090682268
231,2019-05-11 23:29:06,2019-05-11 23:29:37,0.1157793999,0.0909183025
231,2019-05-11 23:30:21,2019-05-11 23:31:56,0.35394120219999997,0.2793416977
232,2019-05-11 23:43:18,2019-05-11 23:45:32,0.44982059350000003,0.3712890744
232,2019-05-11 23:49:26,2019-05-11 23:54:33,1.1329636574,1.0398499072
232,2019-05-11 23:57:17,2019-05-11 23:58:42,0.3019248247,0.2704173326
232,2019-05-12 00:00:55,2019-05-12 00:03:50,0.6635118723,0.5842840672
232,2019-05-12 00:05:36,2019-05-12 00:08:43,0.7373034954000001,0.7398481369
232,2019-05-12 00:14:05,2019-05-12 00:15:03,0.2400205135,0.2008554935
232,2019-05-12 00:16:18,2019-05-12 00:18:09,0.44749927520000005,0.4066224098
233,2019-05-12 00:34:24,2019-05-12 00:38:19,0.877977398,0.5888904929
233,2019-05-12 00:41:44,2019-05-12 00:44:18,0.5891561508,0.3693876863
233,2019-05-12 00:55:11,2019-05-12 00:55:46,0.1331708431,0.0826358795
233,2019-05-12 00:57:48,2019-05-12 00:59:05,0.2839634418,0.1802668571
233,2019-05-12 01:02:43,2019-05-12 01:03:26,0.1598100662,0.1001195908
234,2019-05-12 01:12:03,2019-05-12 01:15:44,0.7220691884,0.5441567302
234,2019-05-12 01:35:50,2019-05-12 01:36:41,0.17019873859999998,0.1296265125
234,2019-05-12 01:39:52,2019-05-12 01:41:08,0.26822888850000004,0.22498232129999998
234,2019-05-12 01:42:24,2019-05-12 01:43:36,0.280341506,0.177978158
235,2019-05-12 02:58:49,2019-05-12 03:00:55,0.41617940579999996,0.2777371407
235,2019-05-12 03:04:56,2019-05-12 03:08:48,0.7475428581,0.6164792776
235,2019-05-12 03:19:02,2019-05-12 03:21:21,0.4533768892,0.31241661309999996
235,2019-05-12 03:25:00,2019-05-12 03:28:21,0.7615404129000001,0.5110728741
235,2019-05-12 03:33:01,2019-05-12 03:34:27,0.31536912920000004,0.23375570769999998
235,2019-05-12 03:42:14,2019-05-12 03:43:15,0.2246272564,0.17277705670000001
235,2019-05-12 03:44:11,2019-05-12 03:45:52,0.37769246100000003,0.2804961205
235,2019-05-12 03:47:47,2019-05-12 03:48:46,0.22127056120000002,0.1538186073
236,2019-05-12 03:55:57,2019-05-12 03:58:36,0.51565145,0.38840985299999997
236,2019-05-12 04:00:50,2019-05-12 04:02:12,0.2788131237,0.1987589598
236,2019-05-12 04:04:23,2019-05-12 04:05:52,0.3010622859,0.20637017489999998
236,2019-05-12 04:09:57,2019-05-12 04:14:30,1.1279906034,0.7099537253
236,2019-05-12 04:20:19,2019-05-12 04:21:01,0.1533601284,0.0952148438
237,2019-05-12 04:41:09,2019-05-12 04:45:11,0.8185909831,0.5518619418
237,2019-05-12 04:49:28,2019-05-12 04:50:21,0.1701875329,0.1398019791
237,2019-05-12 05:01:22,2019-05-12 05:01:52,0.08701860900000001,0.0630304217
238,2019-05-12 05:11:48,2019-05-12 05:16:33,0.9370931852,0.7223671675
238,2019-05-12 05:25:42,2019-05-12 05:27:00,0.3121960759,0.19173550609999998
239,2019-05-12 05:37:34,2019-05-12 05:42:00,0.8570184948999999,0.7309076785999999
239,2019-05-12 05:52:05,2019-05-12 05:53:36,0.2955951691,0.3012089729
239,2019-05-12 05:57:29,2019-05-12 05:59:47,0.511005044,0.5606888533
240,2019-05-12 06:14:15,2019-05-12 06:17:02,0.5594218414,0.3879601955
240,2019-05-12 06:19:43,2019-05-12 06:22:30,0.7090438008,0.46208050850000004
240,2019-05-12 06:30:22,2019-05-12 06:30:51,0.0981286764,0.0801047683
240,2019-05-12 06:45:01,2019-05-12 06:47:53,0.6848422289,0.47187983990000004
240,2019-05-12 06:51:33,2019-05-12 06:53:06,0.37541913990000003,0.2630885839
240,2019-05-12 06:54:31,2019-05-12 06:55:37,0.2636861801,0.1776815653
240,2019-05-12 07:02:32,2019-05-12 07:03:53,0.3447036743,0.2350133657
241,2019-05-12 07:14:49,2019-05-12 07:17:03,0.4492400811,0.3135745823
241,2019-05-12 07:18:14,2019-05-12 07:19:17,0.20626989010000002,0.1399088502
241,2019-05-12 07:26:27,2019-05-12 07:33:19,1.522928834,1.2165301144
241,2019-05-12 07:36:09,2019-05-12 07:40:10,1.0342869759,0.8713612556
242,2019-05-12 07:59:20,2019-05-12 08:02:20,0.6248552686,0.46440419549999995
242,2019-05-12 08:05:45,2019-05-12 08:09:59,1.0734127164,0.7967975438
242,2019-05-12 08:11:41,2019-05-12 08:14:47,0.8284410238,0.5685862303
242,2019-05-12 08:16:51,2019-05-12 08:18:47,0.5120117664,0.35539627079999997
243,2019-05-12 08:28:59,2019-05-12 08:32:11,0.6340086885,0.45705112810000004
243,2019-05-12 08:38:16,2019-05-12 08:41:31,0.7488975525,0.5004104674000001
243,2019-05-12 08:44:30,2019-05-12 08:47:17,0.6455384493,0.4279250503
243,2019-05-12 08:50:56,2019-05-12 08:52:25,0.3257465363,0.2619905472
244,2019-05-12 09:17:06,2019-05-12 09:20:12,0.6398913017,0.4778054953
244,2019-05-12 09:37:10,2019-05-12 09:39:53,0.5812681913000001,0.4677043557
244,2019-05-12 09:58:23,2019-05-12 09:59:48,0.33410692210000004,0.28156554699999997
245,2019-05-12 10:07:34,2019-05-12 10:10:18,0.506857435,0.4793325067
245,2019-05-12 10:13:56,2019-05-12 10:16:06,0.4188848734,0.3218009174
245,2019-05-12 10:31:18,2019-05-12 10:32:54,0.3545952439,0.294054687
246,2019-05-12 10:50:13,2019-05-12 10:52:22,0.43282268399999996,0.3152803481
247,2019-05-12 11:51:14,2019-05-12 11:54:29,0.6822409302,0.5174078941
248,2019-05-12 12:53:51,2019-05-12 12:55:58,0.4483483332,0.31380966309999997
249,2019-05-12 13:41:22,2019-05-12 13:43:57,0.520806614,0.3781989813
249,2019-05-12 14:11:18,2019-05-12 14:13:25,0.5698491335,0.3844685853
250,2019-05-12 14:37:08,2019-05-12 14:39:57,0.6050773674000001,0.4237259626
250,2019-05-12 14:42:56,2019-05-12 14:45:55,0.8098788856999999,0.5271175504
251,2019-05-12 15:26:10,2019-05-12 15:28:21,0.471529796,0.3319661319
251,2019-05-12 15:31:57,2019-05-12 15:35:22,0.6925036311,0.6089653671
251,2019-05-12 15:52:14,2019-05-12 15:53:20,0.24934625629999999,0.1894763112
252,2019-05-12 16:29:31,2019-05-12 16:31:55,0.507747964,0.3623257875
252,2019-05-12 16:39:05,2019-05-12 16:46:08,1.3845925927,1.2081418931
252,2019-05-12 17:15:46,2019-05-12 17:21:16,1.60548985,0.9324367045999999
252,2019-05-12 17:31:10,2019-05-12 17:33:46,0.7551429272,0.445997715
253,2019-05-12 17:41:32,2019-05-12 17:43:42,0.4594576838,0.3228337765
253,2019-05-12 17:48:14,2019-05-12 17:51:21,0.6385871768,0.5083241761
253,2019-05-12 17:54:16,2019-05-12 17:58:50,1.1956938504999999,0.8188939691
253,2019-05-12 18:10:34,2019-05-12 18:13:45,0.8592998981000001,0.5754717588
254,2019-05-12 21:21:10,2019-05-12 21:23:13,0.4433287456,0.3042901754
254,2019-05-12 21:25:13,2019-05-12 21:29:17,0.9408022761,0.707229048
254,2019-05-12 21:32:42,2019-05-12 21:36:53,1.0758723020999998,0.799094677
254,2019-05-12 21:38:53,2019-05-12 21:43:39,1.2649941444,0.830961585
254,2019-05-12 22:13:41,2019-05-12 22:14:43,0.2541269841,0.1695671231
254,2019-05-12 22:16:18,2019-05-12 22:19:21,0.8337367773000001,0.5481170117999999
255,2019-05-12 22:00:49,2019-05-12 22:02:46,0.42128576149999997,0.302308321
255,2019-05-12 22:07:07,2019-05-12 22:09:56,0.5805976689,0.4280200005
255,2019-05-12 22:33:20,2019-05-12 22:35:23,0.5508383264,0.35671675210000003
255,2019-05-12 22:37:59,2019-05-12 22:41:04,0.8435750008,0.5470864772999999
255,2019-05-12 22:52:51,2019-05-12 22:56:02,0.8635604382,0.5815337896
256,2019-05-12 23:13:22,2019-05-12 23:18:17,1.1198294828,0.7993589640000001
256,2019-05-12 23:23:10,2019-05-12 23:24:02,0.19898772239999998,0.1559305787
