key,Wire 1,Wire 2,Wire 3,Wire 4,Wire 5,Wire 6,Wire 7,Wire 8,Wire 9
521,2019-05-22 17:35:21,2019-05-22 17:35:44,,,,,,,
522,2019-05-22 18:00:13,2019-05-22 18:02:12,,,,,,,
523,2019-05-22 18:42:10,2019-05-22 18:43:56,,,,,,,
524,2019-05-22 19:13:40,2019-05-22 19:14:59,,,,,,,
525,2019-05-22 19:51:06,2019-05-22 19:52:01,,,,,,,
526,2019-05-22 20:29:12,2019-05-22 20:37:37,,,,,,,
527,2019-05-22 21:09:14,2019-05-22 21:10:00,,,,,,,
528,2019-05-22 21:43:03,,,,,,,,
530,,2019-05-22 22:54:52,,,,,,,
531,2019-05-23 00:40:43,2019-05-23 00:42:28,,,,,,,
532,2019-05-23 01:49:07,,,,,,,,
533,2019-05-23 02:23:39,2019-05-23 02:33:36,,,,,,,
534,2019-05-23 03:10:14,,,,,,,,
535,2019-05-23 03:44:02,,,,,,,,
536,2019-05-23 04:46:38,2019-05-23 05:03:21,,,,,,,
537,2019-05-23 06:17:57,,,,,,,,
538,2019-05-23 07:06:36,,,,,,,,
539,2019-05-23 07:56:29,,,,,,,,
541,2019-05-23 08:28:34,,,,,,,,
542,2019-05-23 09:14:38,,,,,,,,
543,2019-05-23 09:57:42,,,,,,,,
544,2019-05-23 11:25:23,,,,,,,,
545,2019-05-23 15:31:50,,,,,,,,
546,2019-05-23 16:13:21,,,,,,,,
547,2019-05-23 16:56:29,,,,,,,,
548,2019-05-23 17:46:05,,,,,,,,
549,2019-05-23 18:38:30,2019-05-23 18:41:45,,,,,,,
550,2019-05-23 19:41:22,,,,,,,,
551,,2019-05-23 20:58:09,,,,,,,
552,2019-05-23 21:20:42,,,,,,,,
553,2019-05-23 22:39:49,,,,,,,,
554,2019-05-23 23:38:38,,,,,,,,
555,2019-05-24 00:35:10,2019-05-24 00:38:33,,,,,,,
556,2019-05-24 01:31:24,2019-05-24 01:33:06,,,,,,,
557,2019-05-24 01:50:14,,,,,,,,
558,2019-05-24 02:43:43,,,,,,,,
559,2019-05-24 03:16:30,,,,,,,,
560,2019-05-24 03:46:13,,,,,,,,
561,2019-05-24 04:19:07,,,,,,,,
562,2019-05-24 05:28:51,,,,,,,,
563,2019-05-24 05:59:38,,,,,,,,
564,2019-05-24 07:03:23,,,,,,,,
565,2019-05-24 07:43:11,,,,,,,,
566,2019-05-24 08:28:35,,,,,,,,
567,2019-05-24 09:15:46,,,,,,,,
568,2019-05-24 10:00:05,,,,,,,,
569,2019-05-24 10:44:20,2019-05-24 10:46:27,,,,,,,
570,2019-05-24 11:10:55,2019-05-24 11:12:19,,,,,,,
571,2019-05-24 11:56:31,2019-05-24 12:14:49,,,,,,,
572,2019-05-24 12:38:20,2019-05-24 12:40:34,,,,,,,
573,2019-05-24 14:02:19,,,,,,,,
574,2019-05-24 14:46:23,,,,,,,,
575,2019-05-24 15:29:40,2019-05-24 15:39:45,,,,,,,
576,2019-05-24 15:57:11,2019-05-24 16:08:28,,,,,,,
577,2019-05-24 16:32:48,2019-05-24 16:33:09,,,,,,,
578,2019-05-24 17:05:24,2019-05-24 17:06:11,,,,,,,
579,2019-05-24 17:31:04,2019-05-24 17:40:23,,,,,,,
580,2019-05-24 18:19:58,2019-05-24 18:20:46,,,,,,,
581,2019-05-24 19:15:40,2019-05-24 19:16:38,,,,,,,
582,2019-05-24 20:16:17,,,,,,,,
583,2019-05-24 20:57:35,2019-05-24 21:12:44,,,,,,,
584,2019-05-24 23:56:22,,,,,,,,
585,2019-05-25 00:41:31,,,,,,,,
586,2019-05-25 01:17:33,,,,,,,,
587,2019-05-25 02:06:31,,,,,,,,
588,2019-05-25 03:04:50,,,,,,,,
589,2019-05-25 04:02:16,,,,,,,,
590,2019-05-25 04:42:57,,,,,,,,
591,2019-05-25 05:52:31,,,,,,,,
592,2019-05-25 06:50:56,,,,,,,,
593,2019-05-25 07:31:28,,,,,,,,
594,2019-05-25 08:07:00,2019-05-25 08:08:12,,,,,,,
595,2019-05-25 08:39:07,,,,,,,,
596,2019-05-25 09:45:14,,,,,,,,
597,2019-05-25 10:14:53,,,,,,,,
598,2019-05-25 11:14:53,2019-05-25 11:15:54,,,,,,,
599,2019-05-25 11:41:37,,,,,,,,
600,2019-05-25 12:03:11,,,,,,,,
601,2019-05-25 13:11:48,,,,,,,,
602,2019-05-25 13:52:57,,,,,,,,
603,2019-05-25 14:58:49,2019-05-25 15:00:22,,,,,,,
604,2019-05-25 15:35:15,,,,,,,,
605,2019-05-25 16:48:26,,,,,,,,
606,2019-05-25 18:08:28,,,,,,,,
608,2019-05-25 18:46:26,,,,,,,,
609,2019-05-25 19:39:07,,,,,,,,
610,2019-05-25 20:16:33,,,,,,,,
611,2019-05-25 21:48:43,,,,,,,,
612,2019-05-25 22:20:05,2019-05-25 22:21:01,,,,,,,
613,2019-05-25 23:29:53,,,,,,,,
614,2019-05-26 00:16:56,,,,,,,,
615,2019-05-26 00:52:11,,,,,,,,
616,2019-05-26 01:47:05,,,,,,,,
617,2019-05-26 02:30:22,,,,,,,,
618,2019-05-26 03:03:18,,,,,,,,
619,2019-05-26 03:38:29,,,,,,,,
620,2019-05-26 04:13:59,,,,,,,,
621,2019-05-26 05:04:50,,,,,,,,
622,2019-05-26 05:45:07,,,,,,,,
623,2019-05-26 06:25:01,,,,,,,,
624,2019-05-26 07:14:09,,,,,,,,
625,2019-05-26 08:23:40,,,,,,,,
626,2019-05-26 13:18:04,2019-05-26 13:22:12,,,,,,,
627,2019-05-26 09:04:51,,,,,,,,
628,2019-05-26 09:43:27,2019-05-26 09:45:02,,,,,,,
629,2019-05-26 10:37:19,2019-05-26 10:38:15,,,,,,,
630,2019-05-26 14:32:23,2019-05-26 14:39:42,,,,,,,
631,2019-05-26 15:39:13,2019-05-26 15:40:42,,,,,,,
632,2019-05-26 16:11:42,2019-05-26 16:12:56,,,,,,,
633,2019-05-26 16:47:29,2019-05-26 16:47:46,,,,,,,
634,2019-05-26 17:07:39,,,,,,,,
635,2019-05-26 17:48:52,2019-05-26 17:59:23,,,,,,,
636,2019-05-26 18:22:49,,,,,,,,
637,2019-05-26 18:58:35,,,,,,,,
638,2019-05-26 19:29:45,,,,,,,,
639,2019-05-26 20:01:48,,,,,,,,
640,2019-05-27 01:56:30,,,,,,,,
641,2019-05-26 20:37:22,,,,,,,,
642,2019-05-27 00:06:21,,,,,,,,
643,2019-05-26 23:21:24,,,,,,,,
644,2019-05-27 02:45:24,,,,,,,,
645,2019-05-27 03:29:25,,,,,,,,
646,2019-05-27 04:10:52,,,,,,,,
647,2019-05-27 04:58:17,,,,,,,,
648,2019-05-27 05:41:05,,,,,,,,
649,2019-05-27 06:22:34,,,,,,,,
650,2019-05-27 07:31:17,,,,,,,,
651,2019-05-27 08:22:59,,,,,,,,
652,2019-05-27 09:26:33,,,,,,,,
653,2019-05-27 10:50:11,,,,,,,,
654,2019-05-27 12:07:07,2019-05-27 12:08:59,,,,,,,
655,2019-05-27 12:40:11,,,,,,,,
656,2019-05-27 13:19:04,,,,,,,,
657,2019-05-27 14:05:00,2019-05-27 14:06:50,,,,,,,
658,2019-05-27 15:30:44,,,,,,,,
659,2019-05-27 16:21:32,,,,,,,,
660,2019-05-27 17:09:41,,,,,,,,
661,2019-05-27 18:16:04,2019-05-27 18:16:29,,,,,,,
662,2019-05-27 19:40:19,,,,,,,,
663,2019-05-27 22:53:48,,,,,,,,
664,2019-05-27 23:46:16,,,,,,,,
665,2019-05-28 00:10:06,,,,,,,,
666,2019-05-28 00:48:30,,,,,,,,
667,2019-05-28 01:23:09,,,,,,,,
668,2019-05-28 02:01:35,,,,,,,,
669,2019-05-28 02:29:42,,,,,,,,
670,2019-05-28 02:59:11,,,,,,,,
671,2019-05-28 03:51:48,,,,,,,,
672,2019-05-28 04:37:23,,,,,,,,
673,2019-05-28 05:17:50,,,,,,,,
674,2019-05-28 06:14:04,,,,,,,,
675,2019-05-28 06:37:38,,,,,,,,
676,2019-05-28 07:18:05,,,,,,,,
677,2019-05-28 08:10:02,,,,,,,,
678,2019-05-28 09:01:43,,,,,,,,
679,2019-05-28 09:30:26,,,,,,,,
680,2019-05-28 10:31:23,,,,,,,,
681,2019-05-28 12:11:48,,,,,,,,
682,2019-05-28 14:39:17,,,,,,,,
684,2019-05-28 15:40:23,,,,,,,,
685,2019-05-28 16:20:55,,,,,,,,
686,2019-05-28 17:28:32,,,,,,,,
687,2019-05-28 18:23:27,,,,,,,,
688,2019-05-28 18:46:01,,,,,,,,
689,2019-05-28 20:27:03,2019-05-28 20:28:27,,,,,,,
690,2019-05-28 21:45:33,,,,,,,,
691,2019-05-28 22:27:17,2019-05-28 22:53:08,,,,,,,
692,2019-05-28 23:33:55,2019-05-28 23:36:22,,,,,,,
693,2019-05-29 00:27:20,,,,,,,,
694,2019-05-29 01:15:08,,,,,,,,
695,2019-05-29 01:47:37,2019-05-29 01:49:07,,,,,,,
696,2019-05-29 03:15:38,,,,,,,,
697,2019-05-29 03:58:22,,,,,,,,
698,2019-05-29 04:51:59,,,,,,,,
699,2019-05-29 05:41:03,,,,,,,,
700,2019-05-29 06:29:03,,,,,,,,
701,2019-05-29 07:17:46,,,,,,,,
702,2019-05-29 08:08:54,,,,,,,,
703,2019-05-29 08:59:42,,,,,,,,
704,2019-05-29 09:43:10,,,,,,,,
705,2019-05-29 10:50:06,,,,,,,,
706,2019-05-29 11:50:12,,,,,,,,
707,2019-05-29 12:57:58,,,,,,,,
708,2019-05-29 13:54:46,,,,,,,,
709,2019-05-29 15:07:15,,,,,,,,
716,2019-05-29 22:54:55,,,,,,,,
717,2019-05-29 23:30:39,,,,,,,,
718,2019-05-30 00:26:05,,,,,,,,
719,2019-05-30 01:02:22,,,,,,,,
720,2019-05-30 01:35:53,,,,,,,,
721,2019-05-30 02:02:57,,,,,,,,
722,2019-05-30 02:40:36,,,,,,,,
723,2019-05-30 03:29:17,,,,,,,,
724,2019-05-30 04:06:25,,,,,,,,
725,2019-05-30 05:03:40,,,,,,,,
726,2019-05-30 06:04:05,,,,,,,,
727,2019-05-30 06:49:31,,,,,,,,
728,2019-05-30 07:25:43,,,,,,,,
729,2019-05-30 08:09:16,,,,,,,,
730,2019-05-30 08:35:51,,,,,,,,
731,2019-05-30 09:31:07,,,,,,,,
732,2019-05-30 10:01:02,,,,,,,,
733,2019-05-30 10:36:02,,,,,,,,
734,2019-05-30 11:35:53,,,,,,,,
735,2019-05-30 12:33:27,,,,,,,,
736,2019-05-30 13:29:00,,,,,,,,
737,2019-05-30 14:06:49,,,,,,,,
738,2019-05-30 14:58:12,,,,,,,,
739,2019-05-30 16:00:48,,,,,,,,
740,2019-05-30 20:06:04,,,,,,,,
741,2019-05-30 20:48:36,,,,,,,,
742,2019-05-30 21:20:29,,,,,,,,
743,2019-05-30 22:21:52,,,,,,,,
745,2019-05-30 23:56:02,2019-05-31 00:01:56,,,,,,,
746,2019-05-31 00:58:06,2019-05-31 00:59:41,,,,,,,
747,2019-05-31 02:19:45,,,,,,,,
749,2019-05-31 03:43:37,2019-05-31 03:44:30,,,,,,,
750,,2019-05-31 04:17:54,,,,,,,
751,2019-05-31 04:48:54,2019-05-31 04:50:47,,,,,,,
752,2019-05-31 05:38:26,2019-05-31 05:39:54,,,,,,,
753,2019-05-31 06:23:32,2019-05-31 06:25:20,,,,,,,
756,2019-05-31 08:20:30,,,,,,,,
757,2019-05-31 13:36:08,,,,,,,,
758,2019-05-31 14:54:11,,,,,,,,
759,2019-05-31 16:05:56,,,,,,,,
760,2019-05-31 16:58:54,,,,,,,,
761,2019-05-31 17:52:31,,,,,,,,
762,2019-05-31 18:42:33,,,,,,,,
763,2019-05-31 20:46:26,,,,,,,,
764,2019-05-31 21:41:24,,,,,,,,
765,2019-05-31 22:37:25,,,,,,,,
767,2019-05-31 23:38:44,,,,,,,,
768,2019-06-01 00:11:43,,,,,,,,
769,2019-06-01 00:45:02,2019-06-01 01:08:45,,,,,,,
770,2019-06-01 01:37:17,,,,,,,,
771,2019-06-01 02:25:40,,,,,,,,2019-06-01 02:25:26
772,2019-06-01 03:05:02,2019-06-01 03:06:16,,,,,,,
773,2019-06-01 03:50:36,2019-06-01 03:51:30,,,,,,,
774,2019-06-01 04:54:51,2019-06-01 04:56:04,,,,,,,2019-06-01 04:57:26
775,2019-06-01 05:42:06,2019-06-01 05:44:32,,,,,,,2019-06-01 05:45:01
776,2019-06-01 06:18:31,2019-06-01 06:20:17,,,,,,,
777,2019-06-01 06:52:15,2019-06-01 06:54:10,,,,,,,
778,2019-06-01 07:23:12,2019-06-01 07:24:39,,,,,,,2019-06-01 07:26:42
779,2019-06-01 08:04:27,2019-06-01 08:05:40,,,,,,,
780,2019-06-01 08:42:00,2019-06-01 08:45:17,,,,,,,
781,2019-06-01 09:22:29,2019-06-01 09:24:57,,,,,,,
782,2019-06-01 09:51:35,2019-06-01 10:07:43,,,,,,,2019-06-01 09:54:01
783,2019-06-01 10:50:18,2019-06-01 11:04:21,,,,,,,
784,2019-06-01 11:36:34,2019-06-01 11:40:49,,,,,,,
785,2019-06-01 12:08:51,,,,,,,,
786,2019-06-01 12:36:50,,,,,,,,
787,2019-06-01 13:20:04,,,,,,,,
788,2019-06-01 14:18:50,,,,,,,,
789,2019-06-01 15:24:48,,,,,,,,
790,2019-06-01 16:14:02,2019-06-01 16:15:07,,,,,,,
791,2019-06-01 17:19:34,2019-06-01 17:20:31,,,,,,,
792,2019-06-01 18:48:26,2019-06-01 18:49:50,,,,,,,
793,2019-06-01 19:41:28,2019-06-01 19:55:15,,,,,,,
794,2019-06-01 20:31:36,2019-06-01 20:33:15,,,,,,,
795,2019-06-01 21:34:12,2019-06-01 21:34:33,,,,,,,
801,2019-06-02 04:43:46,2019-06-02 04:46:52,,,,,,,
802,2019-06-02 02:21:27,2019-06-02 02:24:06,,,,,,,
803,2019-06-02 03:41:26,2019-06-02 03:46:00,,,,,,,
804,2019-06-02 05:10:38,2019-06-02 05:11:58,,,,,,,
805,2019-06-02 06:02:17,,,,,,,,
806,2019-06-02 06:44:58,,,,,,,,
807,2019-06-02 07:53:20,,,,,,,,
808,2019-06-02 08:35:45,,,,,,,,
809,2019-06-02 09:28:51,,,,,,,,
810,2019-06-02 10:12:48,,,,,,,,
811,2019-06-02 11:00:56,,,,,,,,
812,2019-06-02 12:01:54,,,,,,,,
813,2019-06-02 12:53:13,2019-06-02 12:55:00,,,,,,,
814,2019-06-02 14:05:07,,,,,,,,
815,2019-06-02 15:43:47,,,,,,,,
816,2019-06-02 16:27:15,2019-06-02 16:28:17,,,,,,,
817,2019-06-02 17:22:56,2019-06-02 17:50:05,,,,,,,
818,2019-06-02 18:14:21,,,,,,,,
819,2019-06-02 18:55:26,2019-06-02 18:56:14,,,,,,,
820,2019-06-02 19:58:49,2019-06-02 20:20:07,2019-06-02 20:37:44,,,,,,
821,2019-06-02 21:13:15,,,,,,,,
822,2019-06-02 22:19:40,,,,,,,,
823,2019-06-02 22:55:11,,,,,,,,
824,2019-06-02 23:41:44,2019-06-02 23:43:13,,,,,,,
825,2019-06-03 00:24:24,,,,,,,,
826,2019-06-03 00:52:13,2019-06-03 00:53:23,,,,,,,
827,2019-06-03 01:59:26,2019-06-03 02:01:00,,,,,,,
828,2019-06-03 02:37:07,2019-06-03 02:37:55,,,,,,,
829,2019-06-03 03:22:40,,,,,,,,
830,2019-06-03 04:32:49,,,,,,,,
831,2019-06-03 05:04:57,,,,,,,,
832,2019-06-03 05:32:56,,,,,,,,
833,2019-06-03 06:38:57,,,,,,,,
834,2019-06-03 07:19:50,2019-06-03 07:21:23,,,,,,,
835,2019-06-03 08:03:46,2019-06-03 08:05:31,,,,,,,
836,2019-06-03 08:37:09,,,,,,,,
837,2019-06-03 09:35:36,2019-06-03 09:57:16,,,,,,,
838,2019-06-03 10:34:37,2019-06-03 10:40:48,,,,,,,
839,2019-06-03 11:28:46,,,,,,,,
840,2019-06-03 12:13:26,2019-06-03 12:14:41,,,,,,,
842,2019-06-03 14:16:40,,,,,,,,
843,2019-06-03 15:08:41,,,,,,,,
844,2019-06-03 16:25:33,2019-06-03 16:27:27,,,,,,,
845,2019-06-03 17:07:09,,,,,,,,
846,2019-06-03 17:46:15,,,,,,,,
847,2019-06-03 18:33:22,,,,,,,,
848,2019-06-03 19:14:01,,,,,,,,
849,2019-06-03 22:37:35,,,,,,,,
850,2019-06-03 23:14:48,,,,,,,,
851,2019-06-04 00:19:40,,,,,,,,
852,2019-06-04 01:03:03,,,,,,,,
853,2019-06-04 02:09:38,,,,,,,,
854,2019-06-04 03:16:18,2019-06-04 03:17:49,,,,,,,
855,2019-06-04 04:57:04,,,,,,,,
856,2019-06-04 06:18:29,2019-06-04 06:29:52,,,,,,,
857,2019-06-04 07:12:40,2019-06-04 07:13:40,,,,,,,
858,2019-06-04 08:15:28,,,,,,,,
859,2019-06-04 08:51:19,,,,,,,,
860,2019-06-04 09:26:39,2019-06-04 09:28:26,,,,,,,
861,2019-06-04 10:28:46,,,,,,,,
862,2019-06-04 11:04:32,,,,,,,,
863,2019-06-04 11:35:22,,,,,,,,
864,2019-06-04 12:22:59,,,,,,,,
865,2019-06-04 13:22:19,,,,,,,,
866,2019-06-04 13:48:50,2019-06-04 13:50:15,,,,,,,
867,2019-06-04 14:32:56,2019-06-04 14:43:58,,,,,,,
868,2019-06-04 15:13:29,,,,,,,,
869,2019-06-04 15:45:33,2019-06-04 15:46:30,,,,,,,
870,2019-06-04 16:29:42,2019-06-04 16:38:17,,,,,,,
871,2019-06-04 17:11:40,2019-06-04 17:13:23,,,,,,,
872,2019-06-04 17:49:27,,,,,,,,
873,2019-06-04 18:24:28,2019-06-04 18:38:04,,,,,,,
874,2019-06-04 18:58:43,2019-06-04 19:10:39,,,,,,,
875,2019-06-04 19:43:19,,,,,,,,
876,2019-06-04 20:17:18,2019-06-04 20:28:23,,,,,,,
877,2019-06-04 21:36:50,,,,,,,,
878,2019-06-04 22:25:06,,,,,,,,
879,2019-06-04 23:04:05,,,,,,,,
880,2019-06-04 23:46:52,,,,,,,,
881,2019-06-05 00:38:13,,,,,,,,
882,2019-06-05 01:14:45,,,,,,,,
883,2019-06-05 01:52:31,,,,,,,,
884,2019-06-05 02:21:02,,,,,,,,
885,2019-06-05 02:54:26,,,,,,,,
886,2019-06-05 03:26:14,,,,,,,,
887,2019-06-05 04:04:12,,,,,,,,
888,2019-06-05 04:36:58,,,,,,,,
889,2019-06-05 05:17:58,,,,,,,,
890,2019-06-05 05:59:21,,,,,,,,
891,2019-06-05 06:35:18,,,,,,,,
892,2019-06-05 07:04:31,,,,,,,,
893,2019-06-05 07:45:07,,,,,,,,
894,2019-06-05 08:15:29,,,,,,,,
895,2019-06-05 08:56:04,2019-06-05 09:00:46,,,,,,,
896,2019-06-05 09:42:06,2019-06-05 10:10:30,,,,,,,
897,2019-06-05 10:54:50,,,,,,,,
898,2019-06-05 12:04:36,,,,,,,,
899,2019-06-05 12:37:21,2019-06-05 12:50:03,,,,,,,
900,2019-06-05 13:11:50,2019-06-05 13:12:59,,,,,,,
901,2019-06-05 13:54:50,,,,,,,,
902,2019-06-05 14:33:48,,,,,,,,
903,2019-06-05 15:50:43,,,,,,,,
904,2019-06-05 16:18:46,,,,,,,,
905,2019-06-05 17:22:54,,,,,,,,
906,2019-06-05 18:09:47,,,,,,,,
907,2019-06-05 19:25:13,2019-06-05 19:27:19,,,,,,,
908,2019-06-05 20:04:57,2019-06-05 20:06:04,,,,,,,
909,2019-06-05 20:43:58,,,,,,,,
910,2019-06-05 21:25:19,2019-06-05 21:27:57,,,,,,,
911,2019-06-05 22:06:32,2019-06-05 22:08:05,,,,,,,
912,2019-06-05 22:54:44,,,,,,,,
913,2019-06-06 00:11:19,2019-06-06 00:13:28,,,,,,,
914,2019-06-06 01:12:05,2019-06-06 01:13:02,,,,,,,
915,2019-06-06 01:53:17,2019-06-06 01:53:55,,,,,,,
916,2019-06-06 02:43:48,2019-06-06 02:44:56,,,,,,,
917,2019-06-06 04:24:36,2019-06-06 04:26:25,,,,,,,
918,2019-06-06 05:21:24,2019-06-06 05:23:02,,,,,,,
919,2019-06-06 06:34:07,2019-06-06 06:17:55,,,,,,,
920,2019-06-06 07:06:57,2019-06-06 07:07:21,,,,,,,
921,2019-06-06 08:12:52,,,,,,,,
922,2019-06-06 08:48:42,,,,,,,,
923,2019-06-06 09:55:38,,,,,,,,
924,2019-06-06 10:25:41,,,,,,,,
925,2019-06-06 11:37:49,,,,,,,,
926,2019-06-06 12:23:23,,,,,,,,
927,2019-06-06 12:45:27,,,,,,,,
928,2019-06-06 17:24:55,2019-06-06 17:29:34,,,,,,,
935,2019-06-07 00:24:20,2019-06-07 00:28:02,,,,,,,
936,2019-06-07 01:39:48,,,,,,,,
937,2019-06-07 02:21:57,,,,,,,,
938,2019-06-07 03:23:41,,,,,,,,
939,2019-06-07 04:36:39,,,,,,,,
940,2019-06-07 05:23:13,,,,,,,,
941,2019-06-07 07:01:54,,,,,,,,
942,2019-06-07 07:45:16,,,,,,,,
943,2019-06-07 07:59:23,,,,,,,,
944,2019-06-07 09:09:19,,,,,,,,
945,2019-06-07 10:02:59,,,,,,,,
946,2019-06-07 10:42:04,2019-06-07 10:43:46,,,,,,,
947,2019-06-07 11:44:09,,,,,,,,
948,2019-06-07 12:41:15,2019-06-07 12:42:23,,,,,,,
949,2019-06-07 12:22:20,2019-06-07 12:26:47,,,,,,,
950,2019-06-07 13:18:21,2019-06-07 13:19:15,,,,,,,
951,2019-06-07 14:00:54,2019-06-07 14:01:54,,,,,,,
952,2019-06-07 14:31:13,2019-06-07 14:32:19,,,,,,,2019-06-07 14:29:39
953,2019-06-07 15:07:13,2019-06-07 15:09:35,,,,,,,
954,2019-06-07 16:12:15,2019-06-07 16:14:56,,,,,,,
955,2019-06-07 16:34:13,,,,,,,,
956,2019-06-07 17:05:16,2019-06-07 17:09:40,,,,,,,
957,2019-06-07 18:00:51,2019-06-07 18:01:35,,,,,,,
958,2019-06-07 18:39:09,2019-06-07 18:42:10,,,,,,,
959,2019-06-07 19:05:11,,,,,,,,
960,2019-06-07 19:56:36,2019-06-07 19:57:26,,,,,,,
961,2019-06-07 20:23:13,2019-06-07 20:30:10,,,,,,,2019-06-07 20:28:19
962,2019-06-07 20:59:20,2019-06-07 21:02:11,,,,,,,2019-06-07 21:03:47
963,2019-06-07 21:34:25,2019-06-07 21:36:45,,,,,,,2019-06-07 21:42:24
964,2019-06-07 22:11:43,2019-06-07 22:13:45,,,,,,,
965,2019-06-07 22:42:19,2019-06-07 22:45:44,,,,,,,2019-06-07 22:47:35
966,2019-06-07 23:20:17,2019-06-07 23:23:55,,,,,,,2019-06-07 23:25:28
967,2019-06-07 23:55:49,2019-06-07 23:57:43,,,,,,,2019-06-07 23:59:16
968,2019-06-08 00:29:36,,,,,,,,
969,2019-06-08 01:01:06,2019-06-08 01:01:35,,,,,,,
970,2019-06-08 01:44:15,,,,,,,,
971,2019-06-08 02:31:22,2019-06-08 02:35:44,,,,,,,
972,2019-06-08 03:15:07,2019-06-08 03:17:57,,,,,,,
973,2019-06-08 04:01:39,,,,,,,,
974,2019-06-08 04:25:10,2019-06-08 04:27:20,,,,,,,
975,2019-06-08 05:09:49,2019-06-08 05:13:12,,,,,,,
976,2019-06-08 05:41:50,2019-06-08 05:42:38,,,,,,,
977,2019-06-08 06:14:07,2019-06-08 06:16:02,,,,,,,
978,2019-06-08 07:20:17,2019-06-08 07:21:16,,,,,,,
979,2019-06-08 07:49:45,,,,,,,,
980,2019-06-08 08:38:41,2019-06-08 08:39:51,,,,,,,
981,2019-06-08 09:50:40,,,,,,,,
982,2019-06-08 10:13:15,,,,,,,,
983,2019-06-08 10:44:42,,,,,,,,
984,2019-06-08 11:30:27,,,,,,,,
985,2019-06-08 12:19:32,,,,,,,,
986,2019-06-08 13:33:38,,,,,,,,
987,2019-06-08 14:43:01,2019-06-08 14:43:54,,,,,,,
988,2019-06-08 15:20:41,2019-06-08 16:08:20,2019-06-08 16:23:31,,,,,,
989,2019-06-08 17:06:28,2019-06-08 17:08:42,,,,,,,
990,2019-06-08 17:45:17,,,,,,,,
991,2019-06-08 18:12:48,,,,,,,,
992,2019-06-08 18:46:54,,,,,,,,
993,2019-06-08 19:49:45,,,,,,,,
994,2019-06-08 20:33:05,,,,,,,,
995,2019-06-08 21:36:03,,,,,,,,
996,2019-06-08 22:22:04,,,,,,,,
997,2019-06-08 22:51:32,,,,,,,,
998,2019-06-08 23:22:07,,,,,,,,
999,2019-06-09 00:03:19,,,,,,,,
1000,2019-06-09 00:58:00,2019-06-09 01:08:39,,,,,,,
1001,2019-06-09 01:48:30,,,,,,,,
1002,2019-06-09 02:54:25,,,,,,,,
1003,2019-06-09 04:05:31,2019-06-09 04:05:32,,,,,,,
1004,2019-06-09 04:56:20,,,,,,,,
1005,2019-06-09 06:16:09,,,,,,,,
1006,2019-06-09 07:13:23,2019-06-09 07:15:23,,,,,,,
1007,2019-06-09 08:17:52,,,,,,,,2019-06-09 08:20:14
1008,2019-06-09 09:09:47,,,,,,,,
1009,2019-06-09 09:48:25,,,,,,,,
1010,,,,,,,,,2019-06-09 10:26:00
1011,2019-06-09 11:41:23,,,,,,,,
1012,2019-06-09 12:46:06,,,,,,,,
1013,2019-06-09 14:55:39,,,,,,,,
1014,2019-06-09 15:28:25,,,,,,,,
1015,2019-06-09 16:24:59,,,,,,,,
1016,2019-06-09 16:55:39,,,,,,,,
1017,2019-06-09 17:38:34,,,,,,,,
1018,2019-06-09 18:09:07,,,,,,,,
1019,2019-06-09 18:39:37,2019-06-09 18:41:10,,,,,,,
1020,2019-06-09 19:23:27,2019-06-09 19:25:19,,,,,,,
1021,2019-06-09 20:08:35,2019-06-09 20:09:58,,,,,,,
1022,2019-06-09 20:54:31,,,,,,,,
1023,2019-06-09 22:00:41,2019-06-09 22:01:37,,,,,,,
1024,2019-06-09 22:49:21,,,,,,,,
1025,2019-06-09 23:26:08,,,,,,,,
1026,2019-06-10 00:09:35,,,,,,,,
1027,2019-06-10 01:18:05,,,,,,,,
1028,2019-06-10 01:57:16,,,,,,,,
1029,2019-06-10 04:13:25,,,,,,,,
1030,2019-06-10 05:07:16,,,,,,,,
1031,2019-06-10 06:01:01,,,,,,,,
1032,2019-06-10 06:36:55,,,,,,,,
1033,2019-06-10 07:11:18,,,,,,,,
1034,2019-06-10 08:07:06,,,,,,,,
1035,2019-06-10 08:52:05,,,,,,,,
1036,2019-06-10 09:22:07,,,,,,,,
1037,2019-06-10 09:57:21,,,,,,,,
1038,2019-06-10 10:26:59,,,,,,,,
1039,2019-06-10 10:57:27,,,,,,,,
1040,2019-06-10 11:22:16,,,,,,,,
1041,2019-06-10 12:06:20,2019-06-10 12:07:29,,,,,,,
1042,2019-06-10 13:05:32,2019-06-10 13:14:57,2019-06-10 13:19:54,,,,,,
1043,2019-06-10 13:50:41,2019-06-10 13:52:08,2019-06-10 14:05:33,,,,,,
1044,2019-06-10 14:27:13,2019-06-10 14:28:28,2019-06-10 14:25:42,,,,,,
1045,2019-06-10 15:55:52,,,,,,,,
1046,2019-06-10 16:30:18,,,,,,,,
1047,2019-06-10 17:28:32,,,,,,,,
1048,2019-06-10 18:40:19,2019-06-10 18:53:59,,,,,,,
1049,2019-06-10 19:26:12,2019-06-10 19:27:42,,,,,,,
1050,2019-06-10 21:02:01,,,,,,,,
1051,2019-06-10 21:31:58,,,,,,,,
1052,2019-06-10 22:06:16,,,,,,,,
1053,2019-06-10 22:38:29,,,,,,,,
1054,2019-06-10 23:18:13,,,,,,,,
1055,2019-06-10 23:44:52,,,,,,,,
1056,2019-06-11 00:20:09,,,,,,,,
