key,Bulk 1,Bulk 2,Bulk 3,Bulk 4,Bulk 5,Bulk 6,Bulk 7,Bulk 8,Bulk 9,Bulk 10,Bulk 11,Bulk 12,Bulk 13,Bulk 14,Bulk 15
629,,,,,,2019-05-26 10:37:49,,,,,,,,,
630,,,,,,2019-05-26 14:38:27,,,,,2019-05-26 14:38:27,,,,
631,,,2019-05-26 15:40:07,,,2019-05-26 15:40:07,,,,,,2019-05-26 15:35:37,,2019-05-26 15:35:37,2019-05-26 15:35:37
632,,,,,,2019-05-26 16:12:22,,,,,,2019-05-26 16:07:12,,2019-05-26 16:07:12,2019-05-26 16:07:12
633,,,2019-05-26 16:47:49,,,,,,,,,2019-05-26 16:43:51,,2019-05-26 16:43:51,2019-05-26 16:43:51
634,,,,,,,,,,,,2019-05-26 17:04:39,,2019-05-26 17:04:39,2019-05-26 17:04:39
635,,,2019-05-26 17:59:01,,,,,,,,,2019-05-26 17:42:13,,2019-05-26 17:42:13,2019-05-26 17:42:13
636,,,2019-05-26 18:23:22,,,,,,,,,2019-05-26 18:14:57,,2019-05-26 18:14:57,2019-05-26 18:14:57
637,,,2019-05-26 18:59:59,,,,,,,,,2019-05-26 18:54:04,,2019-05-26 18:54:04,2019-05-26 18:54:04
638,,,2019-05-26 19:30:19,,,,,,,,,2019-05-26 19:26:40,,2019-05-26 19:26:40,2019-05-26 19:26:40
639,,,,2019-05-26 20:03:14,,,,,,,,2019-05-26 19:58:48,,2019-05-26 19:58:48,2019-05-26 19:58:48
640,,,,2019-05-27 01:58:14,,,,,,,,2019-05-27 01:29:32,,2019-05-27 01:29:32,2019-05-27 01:29:32
641,,,,2019-05-27 01:03:12,,,,,,,,2019-05-26 20:42:03,2019-05-26 20:42:03,,2019-05-26 20:42:03
642,,,,2019-05-27 00:22:47,,,,,,,,2019-05-26 23:56:15,,2019-05-26 23:56:15,2019-05-26 23:56:15
643,,,,,,,,,,,,2019-05-26 22:39:20,,2019-05-26 22:39:20,2019-05-26 22:39:20
644,,,,2019-05-27 02:46:54,,,,,,,,,,,
645,,,,2019-05-27 03:30:53,,,,,,,,,,2019-05-27 03:19:51,
646,,,,2019-05-27 04:12:01,,,,,,,,2019-05-27 04:05:42,,2019-05-27 04:05:42,
647,2019-05-27 04:48:20,,,2019-05-27 04:59:30,,,,,,,,2019-05-27 04:48:20,,2019-05-27 04:41:32,2019-05-27 04:41:32
648,2019-05-27 05:33:00,,,2019-05-27 05:43:20,,,,,,,,2019-05-27 05:33:00,,2019-05-27 05:33:00,
649,,,,,,2019-05-27 06:35:27,,,,,,2019-05-27 06:11:50,,2019-05-27 06:11:50,2019-05-27 06:11:50
650,,,,2019-05-27 07:33:33,,,,,,,,2019-05-27 07:13:31,,2019-05-27 07:13:31,2019-05-27 07:13:31
651,,,,,,,,,,2019-05-27 08:24:12,,2019-05-27 08:17:14,,2019-05-27 08:17:14,2019-05-27 08:17:14
652,,,,2019-05-27 09:29:40,,,,,,,,2019-05-27 09:20:16,,2019-05-27 09:20:16,2019-05-27 09:20:16
653,,,,2019-05-27 11:19:36,,,,,,,,2019-05-27 10:54:40,,2019-05-27 10:54:40,2019-05-27 10:54:40
654,2019-05-27 12:21:27,,,2019-05-27 12:21:27,,,,,,,,2019-05-27 11:57:31,,2019-05-27 11:57:31,
655,,,,2019-05-27 12:41:14,,,,,,,,2019-05-27 12:33:21,,2019-05-27 12:33:21,2019-05-27 12:33:21
656,,,,,,2019-05-27 13:20:01,,,,,,2019-05-27 13:13:12,,2019-05-27 13:10:20,2019-05-27 13:13:12
657,,,2019-05-27 14:06:12,,,,,,,,,2019-05-27 14:01:54,,2019-05-27 14:01:54,2019-05-27 14:01:54
658,,,,2019-05-27 15:34:30,,,,,,,,2019-05-27 15:15:50,,2019-05-27 15:15:50,2019-05-27 15:15:50
659,,,,2019-05-27 16:23:01,,,,,,,,,,2019-05-27 16:15:11,2019-05-27 16:15:11
660,,,,2019-05-27 17:10:49,,,,,,,,,,2019-05-27 17:06:36,
662,,,2019-05-27 19:40:45,,,,,,,,,,,,
663,2019-05-27 22:43:35,,2019-05-27 22:54:37,2019-05-27 23:13:22,,,,,,,,2019-05-27 22:42:07,,2019-05-27 22:42:07,2019-05-27 22:42:07
664,,,,2019-05-27 23:47:44,,,,,,,,2019-05-27 23:40:43,,2019-05-27 23:40:43,2019-05-27 23:40:43
665,,,2019-05-28 00:12:55,,,,,,,,,2019-05-28 00:07:03,,2019-05-28 00:07:03,2019-05-28 00:07:03
666,,,2019-05-28 00:50:03,,,,,,,,,2019-05-28 00:41:41,,2019-05-28 00:41:41,2019-05-28 00:41:41
667,,,2019-05-28 01:24:26,,,,,,,,,2019-05-28 01:19:08,,2019-05-28 01:19:08,2019-05-28 01:19:08
668,,,,2019-05-28 02:03:06,,,,,,,,2019-05-28 01:54:25,,2019-05-28 01:54:25,2019-05-28 01:54:25
669,,,,2019-05-28 02:31:28,,,,,,,,2019-05-28 02:26:56,,2019-05-28 02:26:56,2019-05-28 02:26:56
670,,,,2019-05-28 03:00:16,,,,,,,,2019-05-28 02:53:47,,2019-05-28 02:53:47,2019-05-28 02:53:47
671,2019-05-28 03:53:36,,,2019-05-28 03:52:07,,,,,,,,2019-05-28 03:41:53,,2019-05-28 03:41:53,2019-05-28 03:41:53
672,,,,2019-05-28 04:38:42,,,,,,,,2019-05-28 04:32:14,,2019-05-28 04:32:14,2019-05-28 04:32:14
673,,,2019-05-28 05:20:09,,,,,,,,,2019-05-28 05:10:15,,2019-05-28 05:10:15,2019-05-28 05:10:15
674,,,,2019-05-28 06:15:37,,,,,,,,2019-05-28 06:10:52,,2019-05-28 06:10:52,2019-05-28 06:10:52
675,,,,2019-05-28 06:39:10,,,,,,,,2019-05-28 06:31:44,,2019-05-28 06:31:44,2019-05-28 06:31:44
676,,,,2019-05-28 07:19:31,,,,,,,,2019-05-28 07:13:43,,2019-05-28 07:13:43,2019-05-28 07:13:43
677,,,2019-05-28 08:11:12,,,,,,,,,2019-05-28 08:03:29,,2019-05-28 08:03:29,2019-05-28 08:03:29
678,,,2019-05-28 09:02:22,,,,,,,,,2019-05-28 08:54:57,,2019-05-28 08:54:57,2019-05-28 08:54:57
679,,,2019-05-28 09:54:23,,,,,,,,,2019-05-28 09:23:14,,2019-05-28 09:23:14,2019-05-28 09:23:14
680,,,2019-05-28 10:33:12,,,,,,,,,2019-05-28 10:23:23,,2019-05-28 10:23:23,2019-05-28 10:23:23
681,,,,,,,,,,2019-05-28 12:12:54,,2019-05-28 12:00:12,,2019-05-28 12:00:12,2019-05-28 12:00:12
682,,,,,,,,,,,,2019-05-28 14:30:48,,2019-05-28 14:30:48,2019-05-28 14:30:48
684,,,2019-05-28 15:40:40,,,,,,,,,2019-05-28 15:30:45,,2019-05-28 15:30:45,2019-05-28 15:30:45
685,,,2019-05-28 16:21:41,,,,,,,,,2019-05-28 16:16:58,,2019-05-28 16:16:58,2019-05-28 16:16:58
686,,,2019-05-28 17:28:50,,,,,,,,,2019-05-28 16:51:35,,2019-05-28 16:51:35,2019-05-28 16:51:35
687,,,2019-05-28 18:34:01,,,,,,,,,2019-05-28 17:11:23,,2019-05-28 17:11:23,2019-05-28 17:11:23
688,,,2019-05-28 19:04:48,,,,,,,,,2019-05-28 18:43:50,,2019-05-28 18:43:50,2019-05-28 18:43:50
689,,,,,,2019-05-28 20:27:56,,,,,,2019-05-28 20:18:31,,2019-05-28 20:18:31,2019-05-28 20:18:31
690,2019-05-28 21:32:08,,,,,2019-05-28 21:35:04,,,,,,,,2019-05-28 21:22:44,
691,2019-05-28 22:23:16,,,,,2019-05-28 22:28:13,,,,,,2019-05-28 22:23:16,,2019-05-28 22:14:35,2019-05-28 22:23:16
692,,,,,,2019-05-28 23:35:21,,,,,,2019-05-28 23:19:14,,2019-05-28 23:19:14,2019-05-28 23:19:14
693,,,2019-05-29 00:28:25,,,,,,,,,2019-05-29 00:21:34,,2019-05-29 00:21:34,2019-05-29 00:21:34
694,,,2019-05-29 01:15:39,,,,,,,,,2019-05-29 01:09:24,,2019-05-29 01:09:24,2019-05-29 01:09:24
695,,,2019-05-29 01:48:46,,,,,,,,,2019-05-29 01:44:12,,2019-05-29 01:44:12,2019-05-29 01:44:12
696,,,2019-05-29 03:16:11,,,,,,,,,2019-05-29 03:03:29,,2019-05-29 03:03:29,2019-05-29 03:03:29
697,,,2019-05-29 03:58:55,2019-05-29 03:58:55,,,,,,,,2019-05-29 03:53:34,,2019-05-29 03:53:34,2019-05-29 03:53:34
698,,,2019-05-29 04:52:30,,,,,,,,,2019-05-29 04:45:14,,2019-05-29 04:45:14,2019-05-29 04:45:14
699,,,2019-05-29 05:42:32,,,,,,,,,2019-05-29 05:37:02,,2019-05-29 05:37:02,2019-05-29 05:37:02
700,,,2019-05-29 06:29:52,,,,,,,,,2019-05-29 06:24:25,,2019-05-29 06:24:25,2019-05-29 06:24:25
701,,,2019-05-29 07:19:13,,,,,,,,,2019-05-29 07:08:29,,2019-05-29 07:08:29,2019-05-29 07:08:29
702,,,2019-05-29 08:25:00,2019-05-29 08:10:24,,,,,,,,,,2019-05-29 08:03:56,
703,,,,2019-05-29 09:01:11,,,,,,,,,,2019-05-29 08:52:52,
704,,,,2019-05-29 09:46:33,,,,,,,,,,2019-05-29 09:35:37,
705,,,2019-05-29 11:06:01,2019-05-29 11:06:01,,2019-05-29 11:06:01,,,,,,,,2019-05-29 10:38:31,
706,,,,,,2019-05-29 12:04:20,,,,,,2019-05-29 11:46:07,,2019-05-29 11:46:07,2019-05-29 11:46:07
707,,,2019-05-29 12:59:53,,,2019-05-29 12:59:53,,,,,,,,2019-05-29 12:44:14,
708,,,2019-05-29 14:06:53,2019-05-29 14:17:50,,2019-05-29 14:06:53,,,,,,,,2019-05-29 13:39:53,
709,,,2019-05-29 14:53:38,,,2019-05-29 14:55:29,,,,,,,,2019-05-29 14:39:37,
711,,,,,,,,,,,,2019-05-29 18:11:27,,2019-05-29 18:11:27,
712,,,,,,,,,,,,2019-05-29 18:50:03,,2019-05-29 18:50:03,
713,,,,,,,,,,,,2019-05-29 19:32:34,,2019-05-29 19:32:34,
714,,,,,,,,,,,,,,2019-05-29 20:06:47,
715,,,,,,,,,,,,2019-05-29 20:38:39,,2019-05-29 20:38:39,
716,,,,2019-05-29 22:55:30,,,,,,,,,,2019-05-29 22:44:17,
717,,,2019-05-29 23:46:30,2019-05-29 23:46:30,,,,,,,,2019-05-29 23:32:48,,2019-05-29 23:32:48,2019-05-29 23:32:48
718,,,2019-05-30 00:41:32,2019-05-30 00:27:07,,,,,,,,2019-05-30 00:17:03,,2019-05-30 00:17:03,2019-05-30 00:17:03
719,,,2019-05-30 01:03:35,2019-05-30 01:03:35,,,,,,,,2019-05-30 00:57:06,,2019-05-30 00:57:06,2019-05-30 00:57:06
720,,,2019-05-30 01:38:58,,,,,,,,,2019-05-30 01:31:28,,2019-05-30 01:31:28,2019-05-30 01:31:28
721,,,2019-05-30 02:03:41,2019-05-30 02:16:04,,,,,,,,2019-05-30 01:59:15,,2019-05-30 01:59:15,2019-05-30 01:59:15
722,,,,2019-05-30 02:42:02,,,,,,,,2019-05-30 02:35:28,,2019-05-30 02:35:28,2019-05-30 02:35:28
723,,,2019-05-30 03:29:59,2019-05-30 03:29:59,,,,,,,,2019-05-30 03:20:42,,2019-05-30 03:20:42,2019-05-30 03:20:42
724,,,,2019-05-30 04:07:24,,,,,,,,2019-05-30 04:02:34,,2019-05-30 04:02:34,2019-05-30 04:02:34
725,,,,2019-05-30 05:04:35,,,,,,,,2019-05-30 04:55:50,,2019-05-30 04:55:50,2019-05-30 04:55:50
726,,,2019-05-30 06:05:56,,,,,,,2019-05-30 06:05:56,,2019-05-30 05:39:41,,2019-05-30 05:39:41,2019-05-30 05:39:41
727,,,2019-05-30 06:51:09,,,,,,,,,2019-05-30 06:33:14,,2019-05-30 06:33:14,2019-05-30 06:33:14
728,,,2019-05-30 07:38:54,,,,,,,,,2019-05-30 07:19:30,,2019-05-30 07:19:30,2019-05-30 07:19:30
729,,,2019-05-30 08:10:38,,,,,,,,,,,,
730,,,2019-05-30 08:37:08,2019-05-30 08:37:08,,,,,,,,,,,
731,,,,2019-05-30 09:33:27,,,,,,,,2019-05-30 09:11:21,,2019-05-30 09:11:21,2019-05-30 09:11:21
732,,,2019-05-30 10:03:21,,,,,,,,,,,,
733,,,2019-05-30 10:37:35,2019-05-30 10:37:35,,,,,,,,,,,
734,,,2019-05-30 11:47:58,,,,,,,2019-05-30 11:37:46,,2019-05-30 11:29:42,,2019-05-30 11:29:42,2019-05-30 11:29:42
735,,,2019-05-30 12:34:48,2019-05-30 12:46:30,,,,,,,,,,2019-05-30 12:24:25,
736,,,,2019-05-30 13:30:19,,,,,,,,2019-05-30 13:22:00,,2019-05-30 13:22:00,2019-05-30 13:22:00
737,,,,2019-05-30 14:20:11,,,,,,,,,,,
738,,,,2019-05-30 15:00:22,,,,,,,,,,2019-05-30 14:52:59,
739,,,,,,,,,,,,2019-05-30 15:54:47,,2019-05-30 15:54:47,2019-05-30 15:54:47
740,,,,2019-05-30 20:06:59,,,,,,,,2019-05-30 19:59:54,,2019-05-30 19:59:54,2019-05-30 19:59:54
741,,,,2019-05-30 20:49:52,,,,,,2019-05-30 20:49:52,,2019-05-30 20:41:23,,2019-05-30 20:41:23,2019-05-30 20:41:23
742,,,,2019-05-30 21:21:41,,,,,,,,2019-05-30 21:14:40,,2019-05-30 21:14:40,2019-05-30 21:14:40
743,,,2019-05-30 22:22:48,,,,,,,,,2019-05-30 22:18:19,,2019-05-30 22:11:29,2019-05-30 22:18:19
744,,,,,,,,,,,,2019-05-30 23:25:46,,2019-05-30 23:25:46,2019-05-30 23:25:46
745,,,2019-05-30 23:57:32,,,,,,,,,2019-05-30 23:51:06,,2019-05-30 23:51:06,
746,,,2019-05-31 00:58:37,,,,,,,,,2019-05-31 00:47:55,,2019-05-31 00:47:55,
747,,,2019-05-31 02:20:41,,,,,,,,,2019-05-31 02:09:00,,2019-05-31 02:09:00,
748,,,,,,,,,,,,2019-05-31 02:50:32,,2019-05-31 02:50:32,2019-05-31 02:50:32
749,,,,,,,,,,,,2019-05-31 03:37:41,,2019-05-31 03:37:41,
750,,,,,,,,,,,,2019-05-31 04:08:47,,2019-05-31 04:08:47,
751,,,2019-05-31 04:50:14,,,,,,,,,2019-05-31 04:40:34,2019-05-31 04:40:34,,2019-05-31 04:40:34
752,,,2019-05-31 05:39:13,,,,,,,,,2019-05-31 05:29:14,,2019-05-31 05:29:14,
753,,,2019-05-31 06:24:30,,,,,,,,,2019-05-31 06:14:24,,2019-05-31 06:14:24,
754,,,,,,,,,,,,2019-05-31 06:50:31,,2019-05-31 06:50:31,
755,,,,,,,,,,,,,,2019-05-31 07:29:35,
756,,,2019-05-31 08:21:52,,,,,,,,,,,2019-05-31 08:08:46,
757,,,,,,,,,,2019-05-31 13:37:29,,2019-05-31 13:32:50,,2019-05-31 13:32:50,2019-05-31 13:32:50
758,,,,,,,,,,,,,,2019-05-31 14:35:58,
759,,,,,,,,,,2019-05-31 16:06:47,,2019-05-31 15:38:30,,2019-05-31 15:38:30,2019-05-31 15:38:30
760,,,,,,,,,,2019-05-31 16:59:45,,2019-05-31 16:53:42,,2019-05-31 16:53:42,2019-05-31 16:53:42
761,,,,,,,,,,2019-05-31 17:54:16,,2019-05-31 17:48:31,,2019-05-31 17:48:31,2019-05-31 17:48:31
762,,,,2019-05-31 18:46:44,,,,,,2019-05-31 18:46:44,,2019-05-31 18:39:56,,2019-05-31 18:39:56,2019-05-31 18:39:56
763,,,,2019-05-31 20:57:05,,,,,,,,,,,
764,,,,2019-05-31 21:44:40,,,,,,2019-05-31 21:44:40,,2019-05-31 21:37:18,,2019-05-31 21:37:18,2019-05-31 21:37:18
765,,,,2019-05-31 22:40:40,,,,,,,,,,,
767,,,2019-05-31 23:39:06,,,,,,,,,,,2019-05-31 23:33:13,
768,,,,2019-06-01 00:12:05,,,,,,,,2019-06-01 00:08:14,,2019-06-01 00:08:14,2019-06-01 00:08:14
769,,,2019-06-01 01:03:34,2019-06-01 01:03:34,,,,,,,,2019-06-01 00:55:02,,2019-06-01 00:55:02,2019-06-01 00:55:02
770,,,2019-06-01 01:37:47,,,,,,,2019-06-01 01:49:26,,2019-06-01 01:31:55,,2019-06-01 01:31:55,2019-06-01 01:31:55
771,,,,2019-06-01 02:26:01,,,,,,,,,,2019-06-01 02:21:55,
772,,,2019-06-01 03:05:42,,,,,,,,,,,2019-06-01 02:59:38,
773,,,2019-06-01 03:50:58,,,,,,,,,,,2019-06-01 03:44:24,
774,,,2019-06-01 04:55:12,,,,,,,,,2019-06-01 04:49:24,,2019-06-01 04:49:24,2019-06-01 04:49:24
775,,,2019-06-01 05:42:26,,,,,,,,,2019-06-01 05:36:14,,2019-06-01 05:36:14,2019-06-01 05:36:14
776,,,2019-06-01 06:19:24,,,,,,,,,,,2019-06-01 06:14:48,
777,,,2019-06-01 06:52:26,,,,,,,,,,,,
778,,,,,,,,,,,,,,2019-06-01 07:19:28,
779,,,2019-06-01 08:05:54,,,,,,,,,,,,
780,,,2019-06-01 08:57:52,,,,,,,,,,,2019-06-01 08:36:01,
781,,,2019-06-01 09:23:43,,,,,,,,,,,,
782,,,2019-06-01 10:06:06,,,,,,,,,,,,
783,,,,2019-06-01 10:51:29,,,,,,,,2019-06-01 10:45:48,,2019-06-01 10:45:48,2019-06-01 10:45:48
784,,,,2019-06-01 11:40:09,,,,,,,,,,,
785,,,,2019-06-01 12:19:23,,,,,,,,,,,
786,,,,2019-06-01 12:38:07,,,,,,,,,,,
787,,,,2019-06-01 13:21:15,,,,,,,,,,,
788,2019-06-01 14:12:45,,,2019-06-01 14:20:04,,,,,,,,2019-06-01 14:08:19,,2019-06-01 14:08:19,2019-06-01 14:08:19
789,2019-06-01 15:18:37,,,2019-06-01 15:25:46,,,,,,,,2019-06-01 15:18:37,,2019-06-01 15:13:28,
790,,,2019-06-01 16:29:42,,,2019-06-01 16:45:14,,,,,,2019-06-01 16:07:18,,2019-06-01 16:07:18,2019-06-01 16:07:18
791,,,2019-06-01 17:42:23,,,,,,,,,2019-06-01 17:10:17,,2019-06-01 17:10:17,2019-06-01 17:10:17
792,,,2019-06-01 19:18:54,,,,,,,,,2019-06-01 18:38:36,,2019-06-01 18:38:36,2019-06-01 18:38:36
793,,,,2019-06-01 19:42:25,,,,,,,,2019-06-01 19:35:24,,2019-06-01 19:35:24,2019-06-01 19:35:24
794,,,2019-06-01 20:44:27,,,2019-06-01 20:32:29,,,,,,2019-06-01 20:25:42,,2019-06-01 20:25:42,2019-06-01 20:25:42
795,,,2019-06-01 21:47:02,,,,,,,,,2019-06-01 21:27:01,,2019-06-01 21:27:01,2019-06-01 21:27:01
796,,,,,,,,,,,,2019-06-01 22:15:12,,2019-06-01 22:15:12,
797,,,,,,,,,,,,2019-06-01 23:03:36,,2019-06-01 23:03:36,
798,,,,,,,,,,,,2019-06-01 23:34:24,,2019-06-01 23:34:24,
799,,,,,,,,,,,,2019-06-02 00:16:11,,2019-06-02 00:16:11,
800,,,,,,,,,,,,,,2019-06-02 00:50:18,
801,,,2019-06-02 04:45:29,,,,,,,,,2019-06-02 01:22:08,,2019-06-02 01:22:08,2019-06-02 04:32:02
802,,,2019-06-02 02:23:15,,,2019-06-02 02:23:15,,,,,,2019-06-02 02:17:26,,2019-06-02 02:17:26,2019-06-02 02:17:26
803,,,2019-06-02 03:42:56,,,,,,,,,2019-06-02 03:38:41,,2019-06-02 03:38:41,2019-06-02 03:38:41
804,,,2019-06-02 05:11:09,,,,,,,,,2019-06-02 05:07:54,,2019-06-02 05:07:54,2019-06-02 05:07:54
805,,,2019-06-02 06:02:58,,,,,,,,,,,2019-06-02 05:57:23,
806,,,,,,,,,,,,2019-06-02 06:40:42,,2019-06-02 06:40:42,2019-06-02 06:40:42
807,,,2019-06-02 07:53:39,,,,,,,,,2019-06-02 07:45:56,,2019-06-02 07:45:56,2019-06-02 07:45:56
808,,,2019-06-02 08:36:22,,,,,,,,,2019-06-02 08:24:14,,2019-06-02 08:24:14,2019-06-02 08:24:14
809,,,2019-06-02 09:30:29,,,,,,,,,2019-06-02 09:20:49,,2019-06-02 09:20:49,2019-06-02 09:20:49
810,,,,,,2019-06-02 10:14:44,,,,,2019-06-02 10:14:44,2019-06-02 10:07:28,,2019-06-02 10:07:28,
811,,,,2019-06-02 11:02:13,,,,,,,,2019-06-02 10:52:42,,2019-06-02 10:52:42,2019-06-02 10:52:42
812,,,,,,,,,,,2019-06-02 12:03:21,2019-06-02 11:56:53,,2019-06-02 11:56:53,
813,,,,,,2019-06-02 13:10:58,,,,,,2019-06-02 12:45:34,,2019-06-02 12:45:34,
814,,,,,,2019-06-02 14:06:39,,,,,,2019-06-02 13:51:38,,2019-06-02 13:51:38,2019-06-02 13:51:38
815,,,,,,2019-06-02 15:18:46,,,,,,2019-06-02 15:12:11,,2019-06-02 15:12:11,
816,,,,,,,,,,,,2019-06-02 16:20:14,,2019-06-02 16:20:14,2019-06-02 16:20:14
817,,,,,,2019-06-02 17:27:55,,,,,,2019-06-02 17:19:42,,2019-06-02 17:19:42,2019-06-02 17:19:42
818,,,,,,2019-06-02 18:15:46,,,,,,2019-06-02 18:08:45,,2019-06-02 18:08:45,2019-06-02 18:08:45
819,2019-06-02 19:05:37,,2019-06-02 19:14:00,,,,,,,,,2019-06-02 19:00:12,,2019-06-02 19:00:12,2019-06-02 19:00:12
820,,,,,,,,,,,,,,2019-06-02 20:02:29,
821,,,2019-06-02 21:27:40,,,,,,,,,2019-06-02 21:17:48,,2019-06-02 21:17:48,2019-06-02 21:17:48
822,,,,,,,,,,,,2019-06-02 22:12:51,,2019-06-02 22:12:51,2019-06-02 22:12:51
823,,,2019-06-02 22:56:02,,,,,,,,,2019-06-02 22:46:37,,2019-06-02 22:46:37,2019-06-02 22:46:37
824,2019-06-02 23:36:17,,2019-06-02 23:42:52,,,,,,,,,2019-06-02 23:30:14,,2019-06-02 23:30:14,2019-06-02 23:30:14
825,,,2019-06-03 00:24:45,,,,,,,,,2019-06-03 00:20:15,,2019-06-03 00:20:15,2019-06-03 00:20:15
826,,,2019-06-03 00:52:47,,,,,,,,,,,2019-06-03 00:44:55,
827,,,2019-06-03 02:00:26,,,,,,,,,,,2019-06-03 01:55:48,
828,,,2019-06-03 02:37:28,,,,,,,,,2019-06-03 02:33:13,,2019-06-03 02:33:13,2019-06-03 02:33:13
829,,,,,,,,,,,,2019-06-03 03:18:52,,2019-06-03 03:18:52,2019-06-03 03:18:52
831,,,,,,,,,,,,,,2019-06-03 05:02:38,
832,,,2019-06-03 05:33:59,,,,,,,,,,,,
833,,,2019-06-03 06:39:44,,,,,,,,,2019-06-03 06:27:30,,2019-06-03 06:27:30,2019-06-03 06:27:30
834,,,2019-06-03 07:21:03,,,,,,,,,2019-06-03 07:17:24,,2019-06-03 07:17:24,2019-06-03 07:17:24
835,,,2019-06-03 08:04:52,,,,,,,,,2019-06-03 07:57:59,,2019-06-03 07:57:59,2019-06-03 07:57:59
836,,,2019-06-03 08:38:21,,,,,,,,,2019-06-03 08:31:05,,2019-06-03 08:31:05,2019-06-03 08:31:05
837,,,2019-06-03 09:56:12,,,,,,,,,2019-06-03 09:27:36,,2019-06-03 09:27:36,2019-06-03 09:27:36
838,,,2019-06-03 10:38:46,,,,,,,,,2019-06-03 10:29:29,,2019-06-03 10:29:29,2019-06-03 10:29:29
839,,,,,,,,,,,,2019-06-03 11:20:12,,2019-06-03 11:20:12,2019-06-03 11:20:12
840,,,,,,,,,,,,2019-06-03 12:08:02,,2019-06-03 12:08:02,2019-06-03 12:08:02
841,,,,,,,,,,,,,,2019-06-03 12:45:14,
842,,,2019-06-03 14:17:25,,,,,,,,,2019-06-03 14:06:35,,2019-06-03 14:06:35,2019-06-03 14:06:35
843,,,2019-06-03 15:09:16,,,,,,,,,2019-06-03 14:58:52,,2019-06-03 14:58:52,2019-06-03 14:58:52
844,,,2019-06-03 16:26:47,,,,,,,,,2019-06-03 15:24:08,,2019-06-03 15:24:08,2019-06-03 15:24:08
845,2019-06-03 16:56:36,,2019-06-03 17:08:10,,,,,,,,,2019-06-03 16:56:36,,2019-06-03 16:56:36,
846,,,,,,,,,,,,,,2019-06-03 17:38:53,
847,,,,,,2019-06-03 18:35:07,,,,,2019-06-03 18:35:07,,,2019-06-03 18:27:12,
848,,,,2019-06-03 19:15:16,,,,,,,,,,2019-06-03 19:07:50,
849,,,,2019-06-03 22:38:43,,,,,,,,2019-06-03 22:30:37,,2019-06-03 22:30:37,2019-06-03 22:30:37
850,,,,2019-06-03 23:35:58,,,,,,,,,,2019-06-03 23:18:04,
851,,,,2019-06-04 00:20:14,,,,,,,,2019-06-04 00:12:40,,2019-06-04 00:12:40,2019-06-04 00:12:40
852,,,,2019-06-04 01:05:04,,,,,,,,2019-06-04 00:55:28,,2019-06-04 00:55:28,2019-06-04 00:55:28
853,2019-06-04 02:06:13,,,2019-06-04 02:26:55,,,,,,,,2019-06-04 01:59:12,,2019-06-04 01:59:12,2019-06-04 01:59:12
854,,,2019-06-04 03:29:05,,,2019-06-04 03:17:48,,,,,,2019-06-04 03:12:23,,2019-06-04 03:12:23,2019-06-04 03:12:23
855,,,2019-06-04 05:13:31,,,2019-06-04 04:58:00,,,,,2019-06-04 05:13:31,2019-06-04 04:52:57,,2019-06-04 04:52:57,2019-06-04 04:52:57
856,,,2019-06-04 06:29:32,,,2019-06-04 06:19:15,,,,,,2019-06-04 06:15:36,,2019-06-04 06:15:36,2019-06-04 06:15:36
857,,,2019-06-04 07:38:30,,,2019-06-04 07:13:11,,,,,,2019-06-04 07:09:49,,2019-06-04 07:09:49,2019-06-04 07:09:49
858,,,2019-06-04 08:16:11,2019-06-04 08:16:11,,,,,,,,2019-06-04 08:10:30,,2019-06-04 08:10:30,2019-06-04 08:10:30
859,,,2019-06-04 08:52:01,2019-06-04 08:52:01,,,,,,,,2019-06-04 08:39:15,,2019-06-04 08:39:15,2019-06-04 08:39:15
860,,,2019-06-04 09:28:19,,,2019-06-04 09:28:19,,,,,,2019-06-04 09:19:40,,2019-06-04 09:19:40,2019-06-04 09:19:40
861,,,2019-06-04 10:29:24,,,,,,,,,2019-06-04 10:05:43,,2019-06-04 10:05:43,2019-06-04 10:05:43
862,,,2019-06-04 11:05:08,,,,,,,,,2019-06-04 11:00:25,,2019-06-04 11:00:25,2019-06-04 11:00:25
863,,,2019-06-04 11:36:02,,,,,,,,,2019-06-04 11:30:06,,2019-06-04 11:30:06,2019-06-04 11:30:06
864,,,2019-06-04 12:33:24,,,,,,,,,2019-06-04 12:13:19,,2019-06-04 12:13:19,2019-06-04 12:13:19
865,,,2019-06-04 13:22:58,,,,,,,,,,,,
866,,,2019-06-04 13:49:28,,,,,,,,,,,,
867,,,2019-06-04 14:43:10,,,,,,,,,2019-06-04 14:38:05,,2019-06-04 14:38:05,2019-06-04 14:38:05
868,,,2019-06-04 15:14:19,,,,,,,,,2019-06-04 15:08:30,,2019-06-04 15:08:30,2019-06-04 15:08:30
869,,,,,,,,,,,,2019-06-04 16:03:51,,,
870,,,2019-06-04 16:40:42,,,,,,,,,2019-06-04 16:35:16,,2019-06-04 16:35:16,2019-06-04 16:35:16
871,,,,2019-06-04 17:13:06,,,,,,,,,,,
872,,,2019-06-04 17:47:41,,,2019-06-04 17:50:25,,,,,2019-06-04 17:50:25,,,2019-06-04 17:42:43,
873,,,,,,,,,,,,2019-06-04 18:18:28,,2019-06-04 18:18:28,2019-06-04 18:18:28
875,,,2019-06-04 19:51:06,,,,,,,,,2019-06-04 19:34:55,,2019-06-04 19:34:55,2019-06-04 19:34:55
